"Outcome_M7","Date_1","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_2","Cat_3","Cat_4","Quan_18","Cat_162","Cat_210","Cat_216","Cat_220","Cat_349","Cat_388","Cat_400","Cat_466","Cat_467","Cat_469","Cat_470","Cat_494","Quan_27","Day_Of_Year_1"
3000,3066,8400,87,916743,68,15,26,35,14,"53","51","563",0,"2","0","0","0","0","0","1","0","1","0","0","0",0,326.625
500,2366,5800,77,149470,0,0,0,0,0,"8","15","366",0,"0","0","0","0","0","0","0","0","1","0","0","1",0,357.125
500,1904,6400,53,16442,0,0,0,0,0,"45","97","151",8,"0","0","0","0","0","0","1","0","0","0","0","0",0,260.375
500,2912,5900,46,4221,0,0,0,0,0,"5","10","123",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,172.625
3000,1960,5500,53,396297,0,0,0,0,0,"5","126","200",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,316.375
2000,2975,8700,182,4741,0,0,0,0,0,"42","341","585",0,"0","0","0","0","0","0","1","0","1","2","0","0",0,235.625
2000,1855,4200,19,631652,0,0,0,0,0,"45","100","156",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,211.375
2000,2347,5500,36,564834,0,0,0,0,0,"45","225","369",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,338.125
11000,2354,9300,144,1650772,0,0,0,0,0,"27","223","364",0,"0","0","0","0","0","0","0","0","1","2","0","1",0,345.125
500,2744,7500,46,245463,0,0,0,0,0,"3","362","213",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,4.625
500,2240,3500,8,91161,0,0,0,0,0,"4","9","12",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,231.125
3000,3229,7500,65,1969756,80,8,42,24,5,"7","192","1117",0,"0","0","0","0","0","0","1","0","1","0","0","1",2,124.375
500,2148,5500,11,153980,0,0,0,0,0,"53","129","207",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,139.125
2000,1974,6200,16,164171,0,0,0,0,0,"28","114","187",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,330.375
500,2471,6300,22,230598,0,0,0,0,0,"42","77","150",0,"2","0","2","0","0","0","0","0","0","0","0","0",0,96.875
2000,2733,6000,37,23149,0,0,0,0,0,"26","48","66",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,358.875
500,2226,6900,96,549715,0,0,0,0,0,"72","208","340",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,217.125
2000,1777,8000,33,691706,0,0,0,0,0,"3","4","6",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,133.375
2000,1988,5500,40,51652,0,0,0,0,0,"61","167","263",16,"0","0","0","0","0","0","1","0","0","0","0","0",0,344.375
500,2828,0,2,131448,0,0,0,0,0,"5","6","10",0,"2","0","0","0","0","0","0","0","0","0","0","0",0,88.625
500,2143,5000,52,49935,0,0,0,0,0,"5","9","287",12,"0","0","0","0","0","0","0","0","0","0","0","0",0,134.125
500,3192,0,0,194305,3,1,1,2,1,"5","6","17",0,"0","0","2","0","0","0","0","0","0","0","0","0",0,87.375
500,3192,5800,69,57822,0,0,0,0,0,"49","251","708",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,87.375
11000,3234,8600,107,4365238,155,57,31,68,39,"5","8","11",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,129.375
2000,2148,8900,129,1201564,0,0,0,0,0,"42","85","308",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,139.125
500,2240,5900,59,95291,0,0,0,0,0,"26","48","66",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,231.125
500,3360,6500,38,2048,3,3,2,0,0,"151","468","1214",0,"0","0","0","0","0","0","1","0","0","0","0","1",0,255.375
2000,2835,4400,51,367328,0,0,0,0,0,"29","198","714",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,95.625
3000,3241,8900,102,1529105,121,43,37,61,27,"28","114","206",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,136.375
500,2513,6000,19,97941,0,0,0,0,0,"12","27","453",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,138.875
3000,3115,8400,38,359080,48,9,19,32,8,"17","30","51",0,"2","2","2","0","0","0","1","0","0","0","0","0",0,10.375
2000,2100,7400,40,788296,0,0,0,0,0,"17","32","49",0,"2","2","2","0","0","0","0","0","0","2","0","0",0,91.125
3000,2485,8800,149,483316,0,0,0,0,0,"7","207","337",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,110.875
2000,3220,7600,55,0,33,7,13,11,3,"16","578","1072",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,115.375
500,1775,7600,62,720532,0,0,0,0,0,"5","10","19",0,"0","0","0","0","0","2","0","0","0","0","0","0",0,131.375
500,3038,6100,92,20071,5,3,0,3,1,"9","389","661",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,298.625
500,2541,6000,56,193041,0,0,0,0,0,"56","257","411",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,166.875
500,2142,4400,11,89480,0,0,0,0,0,"4","166","262",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,133.125
500,2198,5400,67,43805,0,0,0,0,0,"7","209","342",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,189.125
2000,2366,5200,45,462746,0,0,0,0,0,"53","176","370",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,357.125
500,2828,8200,80,280808,0,0,0,0,0,"52","106","267",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,88.625
2000,3003,8200,112,447992,0,0,0,0,0,"19","40","56",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,263.625
500,2515,6600,72,245264,0,0,0,0,0,"49","105","454",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,140.875
2000,2275,6900,91,94125,0,0,0,0,0,"45","218","356",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,266.125
500,2513,7500,69,557725,0,0,0,0,0,"19","41","57",0,"0","0","0","0","0","0","0","0","1","0","0","1",0,138.875
3000,2142,8000,87,1168518,0,0,0,0,0,"28","114","206",0,"0","0","0","0","0","0","0","0","1","2","0","1",0,133.125
2000,3220,7900,118,457014,62,22,21,27,14,"7","207","337",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,115.375
2000,2345,7200,95,664806,0,0,0,0,0,"47","232","378",0,"0","0","0","0","0","2","0","0","1","0","0","1",0,336.125
2000,2863,8600,77,1348716,0,0,0,0,0,"16","165","566",0,"0","0","0","0","0","0","1","0","1","0","0","1",1,123.625
500,1883,5500,88,2477,0,0,0,0,0,"8","122","195",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,239.375
2000,2002,7600,76,101055,0,0,0,0,0,"56","171","270",2,"0","0","0","0","0","0","1","0","0","0","0","0",0,358.375
2000,3249,8300,111,931417,107,20,48,41,7,"42","89","139",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,144.375
500,2597,7700,104,466603,0,0,0,0,0,"60","98","193",16,"0","0","0","0","0","0","1","0","0","0","0","0",0,222.875
3000,1528,9000,133,823479,0,0,0,0,0,"28","117","188",16,"0","0","0","0","0","2","1","0","1","2","0","0",0,249.625
2000,2177,6600,46,670326,0,0,0,0,0,"53","107","264",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,168.125
5000,1511,8500,115,467424,0,0,0,0,0,"17","29","38",0,"2","2","0","0","0","0","1","0","0","0","0","0",0,232.625
6000,2492,9200,137,1329383,0,0,0,0,0,"1","1","385",0,"0","0","0","0","0","0","1","0","1","2","1","1",10,117.875
3000,2058,9500,149,1005204,0,0,0,0,0,"2","133","214",0,"0","0","0","0","0","0","1","0","1","2","0","0",0,49.125
2000,3220,9100,61,518273,36,12,8,13,9,"63","73","279",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,115.375
500,2501,6200,47,844248,0,0,0,0,0,"28","114","420",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,126.875
3000,2961,8700,151,834327,0,0,0,0,0,"2","282","214",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,221.625
500,1729,5300,28,30366,0,0,0,0,0,"28","115","184",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,85.375
2000,2366,7300,47,5650,0,0,0,0,0,"56","171","270",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,357.125
500,3192,5900,18,283838,10,0,5,2,0,"16","578","1081",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,87.375
500,2471,6100,56,193707,0,0,0,0,0,"47","139","135",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,96.875
500,3227,5600,43,0,13,6,3,2,2,"9","408","715",0,"0","0","0","0","0","0","0","0","1","2","0","1",0,122.375
500,2870,5900,44,181085,0,0,0,0,0,"9","408","715",0,"0","0","0","0","0","0","0","0","1","0","0","0",0,130.625
500,2331,8200,71,739705,0,0,0,0,0,"42","180","285",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,322.125
500,1421,7400,91,65599,0,0,0,0,0,"3","3","3",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,142.625
2000,2022,7300,33,304225,0,0,0,0,0,"3","4","204",0,"0","2","2","0","0","0","0","0","0","0","0","0",0,13.125
500,2338,6800,76,0,0,0,0,0,0,"5","222","362",16,"0","0","0","0","0","0","0","0","0","0","0","0",0,329.125
2000,3108,7000,120,316575,0,0,0,0,0,"7","400","80",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,3.375
2000,3346,8500,86,10057,25,12,6,17,9,"17","32","38",0,"0","2","0","0","0","0","0","0","0","0","0","0",0,241.375
2000,2359,5600,16,32760,0,0,0,0,0,"77","231","377",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,350.125
2000,3241,8700,92,1516735,54,20,22,29,10,"16","28","40",0,"0","0","0","0","0","0","1","0","1","2","0","0",0,136.375
500,2457,4200,6,128209,0,0,0,0,0,"4","6","382",0,"2","0","0","0","0","0","0","0","0","0","0","0",0,82.875
500,2436,8200,82,62984,0,0,0,0,0,"7","57","89",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,61.875
2000,3304,9300,80,0,19,11,4,6,4,"16","165","259",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,199.375
500,3178,0,1,86725,5,3,0,3,2,"5","6","1229",0,"2","0","0","0","0","0","0","0","0","0","0","0",0,73.375
2000,1620,7900,81,1106,0,0,0,0,0,"53","108","175",16,"2","0","0","0","0","0","1","0","0","0","0","0",0,341.625
2000,3073,6200,99,303842,0,0,0,0,0,"45","345","583",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,333.625
2000,2002,5600,21,384334,0,0,0,0,0,"53","176","277",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,358.375
3000,1421,8100,145,1003761,0,0,0,0,0,"7","57","86",16,"0","0","0","0","0","0","1","0","1","2","0","1",0,142.625
500,2457,7400,49,589158,0,0,0,0,0,"60","38","408",0,"0","0","0","0","0","0","0","0","1","0","0","0",0,82.875
500,2429,8000,98,27136,0,0,0,0,0,"9","16","429",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,54.875
3000,2058,8500,39,2006285,0,0,0,0,0,"28","118","188",0,"0","0","0","0","0","2","0","0","1","0","0","0",0,49.125
500,3199,5200,3,72774,2,1,0,2,1,"105","392","675",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,94.375
2000,3192,7900,91,669770,31,23,8,21,18,"13","362","30",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,87.375
2000,3213,5900,66,1361,20,2,9,2,1,"9","16","302",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,108.375
500,3199,7400,39,428610,7,0,1,4,0,"141","430","764",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,94.375
500,2947,7600,119,478691,0,0,0,0,0,"42","378","641",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,207.625
2000,2478,8200,108,975913,0,0,0,0,0,"53","109","176",12,"0","0","0","0","0","0","1","0","1","2","0","0",0,103.875
2000,2379,8100,59,438753,0,0,0,0,0,"31","56","331",16,"0","0","0","0","0","0","1","0","1","0","0","0",0,4.875
500,2233,7800,106,442044,0,0,0,0,0,"7","135","320",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,224.125
500,2415,6500,13,0,0,0,0,0,0,"17","30","391",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,40.875
500,2128,7000,92,517764,0,0,0,0,0,"47","193","303",16,"0","0","0","0","0","0","1","0","0","0","0","0",0,119.125
8000,3229,8200,79,5417231,134,11,79,28,5,"63","73","1116",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,124.375
500,2226,6900,8,439801,0,0,0,0,0,"27","46","352",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,217.125
2000,2842,8100,135,380699,0,0,0,0,0,"16","206","550",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,102.625
2000,2807,8000,70,30069,0,0,0,0,0,"109","279","567",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,67.625
2000,1777,6300,37,1007988,0,0,0,0,0,"42","77","150",0,"2","0","2","0","0","0","0","0","0","0","0","0",0,133.375
500,2450,8500,77,503093,0,0,0,0,0,"12","168","398",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,75.875
2000,2345,7600,27,370537,0,0,0,0,0,"5","227","371",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,336.125
8000,2506,8500,125,2408730,0,0,0,0,0,"5","8","11",18,"0","0","0","0","0","0","1","0","1","2","0","1",0,131.875
500,3227,6400,76,0,10,5,5,5,5,"5","20","1058",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,122.375
500,2499,6700,67,335300,0,0,0,0,0,"5","8","402",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,124.875
500,2330,7900,58,0,0,0,0,0,0,"17","32","198",8,"2","0","2","0","0","0","0","0","0","0","0","0",0,321.125
500,1904,6500,51,16442,0,0,0,0,0,"45","97","151",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,260.375
2000,2653,6800,95,0,0,0,0,0,0,"16","33","42",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,278.875
2000,2142,7200,35,924460,0,0,0,0,0,"16","31","40",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,133.125
3000,1640,5100,50,25777,0,0,0,0,0,"28","123","197",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,361.625
2000,2313,4500,60,561128,0,0,0,0,0,"45","220","359",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,304.125
500,3262,5800,72,118199,50,8,17,34,4,"12","208","965",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,157.375
500,2639,7000,67,70234,0,0,0,0,0,"53","51","497",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,264.875
2000,2331,5600,99,635484,0,0,0,0,0,"28","156","245",4,"0","0","0","0","0","0","1","0","0","0","0","0",0,322.125
500,3220,4700,11,98168,0,0,0,0,0,"28","140","222",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,115.375
500,2100,7900,65,48840,0,0,0,0,0,"20","150","236",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,91.125
3000,2856,9200,132,725087,0,0,0,0,0,"7","55","81",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,116.625
500,3234,4900,51,0,40,6,15,13,1,"42","580","1075",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,129.375
8000,2415,8300,76,1238684,0,0,0,0,0,"17","30","39",0,"2","2","2","2","0","2","1","2","1","0","0","0",0,40.875
2000,1780,7600,45,820707,0,0,0,0,0,"16","31","40",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,136.375
2000,2835,5900,58,7701,0,0,0,0,0,"27","414","729",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,95.625
2000,2254,6700,33,779723,0,0,0,0,0,"3","5","5",0,"2","2","2","2","0","0","0","0","0","0","0","0",0,245.125
2000,2677,7500,125,518565,0,0,0,0,0,"5","11","20",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,302.875
500,2239,6400,70,11971,0,0,0,0,0,"18","32","350",0,"0","0","2","0","0","0","1","0","0","0","0","0",0,230.125
2000,3332,8500,111,326799,55,23,11,43,21,"13","23","733",0,"0","2","0","0","0","0","1","0","1","0","0","1",0,227.375
2000,2001,6900,59,598947,0,0,0,0,0,"16","155","244",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,357.375
500,2240,7200,64,151404,0,0,0,0,0,"45","20","346",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,231.125
500,3374,7500,82,367178,26,9,10,15,5,"53","607","1127",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,269.375
2000,2848,8000,92,664717,0,0,0,0,0,"53","51","179",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,108.625
500,2975,6400,60,67691,0,0,0,0,0,"102","393","676",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,235.625
2000,2504,7700,49,910668,0,0,0,0,0,"53","51","179",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,129.875
500,2457,3700,7,128209,0,0,0,0,0,"4","194","382",0,"2","0","0","0","0","0","0","0","0","0","0","0",0,82.875
500,2527,7100,34,0,0,0,0,0,0,"42","180","285",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,152.875
2000,2107,8200,66,18034,0,0,0,0,0,"17","32","48",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,98.125
2000,1778,4600,60,631652,0,0,0,0,0,"45","100","156",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,134.375
2000,2751,7900,36,483256,0,0,0,0,0,"17","30","51",0,"2","2","2","0","0","0","1","0","0","0","0","0",0,11.625
500,2863,7500,60,242444,6,0,2,1,0,"60","38","664",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,123.625
2000,2499,6700,104,335300,0,0,0,0,0,"5","8","402",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,124.875
2000,2835,5800,59,7701,0,0,0,0,0,"27","414","729",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,95.625
2000,2504,7800,68,910668,0,0,0,0,0,"53","51","179",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,129.875
500,2856,8000,89,860321,0,0,0,0,0,"9","16","108",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,116.625
500,2499,8700,85,28164,0,0,0,0,0,"45","276","450",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,124.875
2000,1652,7800,138,373658,0,0,0,0,0,"2","2","2",8,"0","0","0","0","0","0","1","0","1","0","0","1",0,8.375
2000,2254,7400,72,622980,0,0,0,0,0,"16","128","205",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,245.125
500,2849,5900,8,934,0,0,0,0,0,"8","467","864",0,"2","0","2","0","0","0","0","0","0","0","0","0",0,109.625
5000,3243,4700,11,224077,88,8,63,7,1,"59","357","1166",0,"2","0","0","0","0","0","0","0","0","0","0","0",0,138.375
500,1420,7900,118,1073298,0,0,0,0,0,"28","116","185",0,"0","0","0","0","0","2","0","0","0","0","0","0",0,141.625
2000,2863,8600,115,1348716,0,0,0,0,0,"16","165","566",0,"0","0","0","0","0","0","1","0","1","0","0","1",1,123.625
500,1883,5300,39,73152,0,0,0,0,0,"26","48","67",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,239.375
5000,2947,9500,166,1784743,0,0,0,0,0,"16","165","259",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,207.625
500,2485,6100,12,166048,0,0,0,0,0,"12","255","409",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,110.875
500,3192,6500,3,194305,5,1,2,2,1,"5","6","17",0,"0","0","2","0","0","0","0","0","0","0","0","0",0,87.375
500,2583,6600,100,388256,0,0,0,0,0,"87","16","437",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,208.875
500,2772,4400,84,108948,0,0,0,0,0,"16","251","672",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,32.625
500,2639,6600,47,0,0,0,0,0,0,"5","131","492",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,264.875
5000,2982,8800,104,1247336,0,0,0,0,0,"16","35","367",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,242.625
500,2695,7000,87,37215,0,0,0,0,0,"13","278","460",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,320.875
5000,3101,7900,62,940341,34,10,8,20,8,"60","38","763",0,"0","0","0","0","0","0","0","0","1","0","0","1",0,361.625
2000,1953,8100,67,40535,0,0,0,0,0,"16","34","47",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,309.375
2000,2519,6100,79,631407,0,0,0,0,0,"45","100","156",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,144.875
2000,2614,9000,185,744808,0,0,0,0,0,"42","274","444",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,239.875
5000,2051,8100,55,1503860,0,0,0,0,0,"17","30","39",0,"2","2","2","2","0","2","0","0","0","0","0","0",0,42.125
500,2086,5400,36,37394,0,0,0,0,0,"26","48","312",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,77.125
3000,2877,8800,126,649910,0,0,0,0,0,"16","153","410",8,"0","0","0","0","0","0","1","0","0","0","0","0",0,137.625
500,2029,5900,30,220062,0,0,0,0,0,"17","30","266",0,"2","2","0","0","0","0","0","0","0","0","0","0",0,20.125
500,2582,4800,11,75453,0,0,0,0,0,"3","362","618",0,"2","2","0","0","0","0","0","0","0","0","0","0",0,207.875
500,2653,6700,117,0,0,0,0,0,0,"16","33","42",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,278.875
2000,2891,7500,58,360652,8,2,2,4,2,"53","107","264",0,"0","0","0","0","0","0","1","0","0","0","0","0",1,151.625
13000,3059,9400,142,2363963,0,0,0,0,0,"41","75","646",0,"0","2","0","0","2","0","1","0","1","2","1","1",0,319.625
500,2275,6500,54,94125,0,0,0,0,0,"45","218","356",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,266.125
2000,2366,7400,46,228284,0,0,0,0,0,"3","226","8",0,"2","2","0","0","0","0","0","0","0","0","0","0",0,357.125
500,2597,4900,59,12871,0,0,0,0,0,"61","279","456",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,222.875
2000,2067,5400,91,214370,0,0,0,0,0,"42","161","254",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,58.125
500,2436,3500,5,22501,0,0,0,0,0,"4","6","386",0,"2","0","2","0","0","0","0","0","0","0","0","0",0,61.875
2000,1610,8200,89,397585,0,0,0,0,0,"19","39","55",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,331.625
2000,2506,7900,97,352519,0,0,0,0,0,"7","57","541",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,131.875
500,3325,5900,44,373752,42,1,23,22,0,"9","16","1350",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,220.375
2000,2347,8600,84,114820,0,0,0,0,0,"56","142","374",12,"0","0","0","0","0","0","1","0","0","2","0","0",0,338.125
500,3150,6100,92,305595,26,9,12,22,8,"19","39","252",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,45.375
2000,3220,6100,5,227165,13,1,8,2,0,"5","9","382",0,"2","0","0","0","0","0","0","0","0","0","0","0",0,115.375
6000,2051,8300,77,1503860,0,0,0,0,0,"17","30","39",0,"2","2","2","2","0","2","1","2","0","0","0","0",0,42.125
500,2639,6400,100,0,0,0,0,0,0,"31","299","496",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,264.875
6000,3178,9000,136,2180621,0,0,0,0,0,"7","154","243",16,"0","0","0","0","0","0","1","0","1","0","0","1",0,73.375
500,2508,7900,106,538747,0,0,0,0,0,"16","35","448",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,133.875
2000,3038,9100,80,262738,15,3,4,7,2,"13","23","32",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,298.625
2000,2492,8200,87,1815872,0,0,0,0,0,"42","78","128",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,117.875
2000,2001,6800,50,598947,0,0,0,0,0,"16","155","244",0,"0","0","0","0","0","0","0","0","1","0","0","0",0,357.375
2000,2863,7700,57,1153618,38,0,17,14,0,"5","10","860",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,123.625
500,3038,7100,7,0,1,1,0,1,1,"82","270","854",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,298.625
500,2716,6900,52,25475,0,0,0,0,0,"45","88","158",0,"2","0","0","0","0","0","0","0","0","0","0","0",0,341.875
500,2065,5700,50,77366,0,0,0,0,0,"9","143","226",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,56.125
3000,2715,8100,72,394304,0,0,0,0,0,"17","30","44",0,"2","2","2","2","0","0","1","0","0","0","0","0",0,340.875
500,2107,7600,57,135646,0,0,0,0,0,"45","179","282",0,"0","2","0","0","0","0","0","0","0","0","0","0",0,98.125
2000,3243,3500,6,47904,42,2,37,5,0,"60","391","1193",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,138.375
500,2884,6000,7,0,1,0,0,1,0,"27","46","677",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,144.625
500,2268,8100,53,603869,0,0,0,0,0,"45","98","153",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,259.125
2000,3229,6800,13,685970,48,2,30,5,0,"53","46","1134",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,124.375
3000,1421,8800,141,873287,0,0,0,0,0,"7","20","87",8,"0","0","0","0","0","0","1","0","0","2","0","0",0,142.625
500,3248,7500,66,312,0,0,0,0,0,"9","96","891",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,143.375
500,2877,5500,16,64356,2,0,0,2,0,"60","304","281",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,137.625
2000,3213,7500,59,0,23,7,7,6,2,"176","264","422",0,"0","0","0","0","0","0","0","0","1","2","0","0",0,108.375
500,2107,4000,18,114640,0,0,0,0,0,"60","162","256",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,98.125
500,1722,6000,18,299523,0,0,0,0,0,"28","114","196",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,78.375
3000,1646,7900,81,123327,0,0,0,0,0,"16","34","43",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,2.375
500,2429,7800,70,381,0,0,0,0,0,"84","267","428",0,"0","0","0","2","0","0","1","0","0","0","0","0",0,54.875
2000,2940,5900,94,317271,6,2,2,4,2,"13","335","564",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,200.625
8000,1539,9300,156,922361,0,0,0,0,0,"1","1","1",0,"0","0","0","0","0","0","1","0","1","0","1","1",4,260.625
500,2142,5100,30,308925,0,0,0,0,0,"28","132","212",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,133.125
500,2863,5300,4,0,0,0,0,0,0,"5","9","890",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,123.625
500,2499,5000,8,180029,0,0,0,0,0,"4","9","481",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,124.875
500,1596,5400,83,540020,0,0,0,0,0,"5","14","20",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,317.625
500,2968,7500,49,0,1,1,0,0,0,"144","449","833",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,228.625
500,2450,6400,34,19555,0,0,0,0,0,"28","97","151",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,75.875
3000,1981,7000,50,87643,0,0,0,0,0,"28","136","218",16,"0","0","0","0","0","0","0","0","0","0","0","0",0,337.375
2000,3229,4800,67,315645,46,1,36,7,1,"45","100","1122",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,124.375
5000,3367,7500,61,257699,37,13,4,27,10,"29","38","79",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,262.375
