"Outcome_M4","Date_1","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_3","Cat_4","Quan_17","Quan_18","Cat_162","Cat_210","Cat_216","Cat_466","Cat_467","Cat_469","Cat_470","Cat_495","Quan_27","Day_Of_Year_1"
8000,2877,8900,118,1394197,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","206",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",1,137.625
2000,2709,8500,94,755977,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"109","582",4,16,"0","0","0","0","1","0","0","0",0,334.875
2000,2380,8400,81,212135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"269","433",3.25355450236967,4,"0","0","0","0","0","0","0","0",0,5.875
500,3339,8300,94,172979,95,20,61,58,16,"564","1054",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,234.375
500,2702,6400,5,150368,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","660",4,11.0857142857143,"0","0","0","0","0","0","0","0",0,327.875
500,3220,6200,5,407303,21,3,11,8,2,"395","19",8,11.0857142857143,"0","0","0","0","0","0","0","0",0,115.375
2000,2464,7100,62,136366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"251","404",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,89.875
500,2352,5600,64,166518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"230","375",2,2,"2","0","0","0","0","0","0","0",0,343.125
500,3192,5900,17,283838,7,0,4,2,0,"578","1081",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,87.375
3000,2835,8000,61,13671,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","49",4,11.0857142857143,"2","2","2","0","0","2","0","0",0,95.625
500,2926,8300,135,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"334","562",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0","0",0,186.625
5000,3206,7400,92,872255,73,33,22,37,23,"34","260",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,101.375
2000,2143,4900,21,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","287",3.25355450236967,12,"0","0","0","0","0","0","0","0",0,134.125
2000,2113,7300,55,477063,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10","19",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,104.125
500,1939,6700,18,471617,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"116","186",4,11.0857142857143,"0","0","0","0","0","0","0","0",0,295.375
21000,3199,8800,74,696622,313,26,273,288,19,"4","6",4,10,"2","2","2","0","0","0","0","0",0,94.375
2000,3229,6400,39,5633,40,1,29,6,0,"50","1126",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,124.375
500,3227,6100,45,9772,1,1,0,1,1,"143","895",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,122.375
500,2695,7100,106,37215,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"278","460",3.25355450236967,8,"0","0","0","0","0","0","0","0",0,320.875
500,2829,6500,4,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"409","718",4,11.0857142857143,"2","0","2","0","0","0","0","0",0,89.625
2000,3003,8200,102,447992,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"40","56",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,263.625
5000,2702,8500,154,401293,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"323","536",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,327.875
5000,1890,8300,106,793103,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"78","128",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,246.375
2000,1890,8200,50,412632,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","50",4,11.0857142857143,"0","0","2","0","0","0","0","0",0,246.375
500,2807,4500,43,56051,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"426","757",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,67.625
2000,3220,6987.22826086957,62.2247644683715,386836,10,3,4,0,0,"243","898",4,11.0857142857143,"0","0","0","0","0","0","0","0",0,115.375
2000,3101,7900,81,940341,30,10,7,18,8,"38","763",2,11.0857142857143,"0","0","0","0","1","0","0","0",0,361.625
2000,3226,6700,29,163947,11,3,5,3,0,"584","403",4,11.0857142857143,"0","0","0","0","0","0","0","0",0,121.375
2000,3087,7600,69,824187,29,3,14,14,3,"27","981",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,347.625
500,2499,5000,43,224371,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"216","412",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,124.875
500,2001,3800,48,84266,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"158","249",3.25355450236967,12,"0","0","0","0","0","0","0","0",0,357.375
3000,2478,8700,58,222511,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","48",7,11.0857142857143,"2","2","2","0","0","2","0","0",0,103.875
500,3353,5300,34,149219,16,2,4,2,0,"46","1262",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,248.375
5000,3243,2600,17,3936,42,2,34,5,0,"49","1145",2,11.0857142857143,"0","0","2","0","0","0","0","0",0,138.375
2000,2485,6900,67,214006,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"246","18",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,110.875
2000,2343,7100,48,192962,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"233","379",2,11.0857142857143,"0","0","0","0","1","0","0","0",0,334.125
500,2135,6300,36,62276,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48","216",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,126.125
3000,2512,6400,85,642451,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","40",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0","0",0,137.875
2000,2121,7700,42,267629,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"41","57",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,112.125
2000,3094,7800,103,440417.6367713,22,7,5,15,5,"232","305",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,354.625
500,3066,6987.22826086957,2,44363,1,0,0,1,0,"534","992",4,11.0857142857143,"0","0","2","0","0","0","0","0",0,326.625
500,2156,3800,12,91161,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","12",3.25355450236967,12,"0","0","0","0","0","0","0","0",0,147.125
500,2926,8200,123,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"334","562",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,186.625
500,2001,8200,116,272994,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"141","224",3.25355450236967,8,"0","0","0","0","0","0","0","0",0,357.375
5000,2366,8200,105,624769,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"35","367",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0","0",0,357.125
500,2898,7300,94,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"268","586",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,158.625
500,2233,5000,33,26436,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"214","349",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,224.125
500,2940,5900,89,317271,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"335","564",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,200.625
500,2093,7200,12,119498,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"127","202",3.25355450236967,21,"0","0","0","0","0","0","0","0",0,84.125
3000,3066,8400,87,916743,68,15,26,35,14,"51","563",2,11.0857142857143,"2","0","0","0","1","0","0","0",0,326.625
500,2366,5800,77,149470,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"15","366",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,357.125
2000,1904,6400,53,16442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"97","151",2,8,"0","0","0","0","0","0","0","0",0,260.375
500,2912,5900,46,4221,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10","123",4,11.0857142857143,"0","0","0","0","0","0","0","0",0,172.625
500,1960,5500,53,396297,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"126","200",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,316.375
2000,2975,8700,182,4741,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"341","585",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,235.625
2000,1855,4200,19,631652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"100","156",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,211.375
500,2347,5500,36,564834,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"225","369",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,338.125
6000,2354,9300,144,1650772,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"223","364",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,345.125
500,2744,7500,46,245463,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"362","213",4,11.0857142857143,"2","2","2","0","0","0","0","0",0,4.625
500,2240,3500,8,91161,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","12",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,231.125
10000,3229,7500,65,1969756,80,8,42,24,5,"192","1117",4,11.0857142857143,"0","0","0","0","1","0","0","0",2,124.375
2000,2148,5500,11,153980,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"129","207",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,139.125
500,1974,6200,16,164171,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","187",4,11.0857142857143,"0","0","0","0","0","0","0","0",0,330.375
500,2471,6300,22,230598,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"77","150",4,11.0857142857143,"2","0","2","0","0","0","0","0",0,96.875
2000,2733,6000,37,23149,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48","66",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,358.875
2000,2226,6900,96,549715,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"208","340",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,217.125
3000,1777,8000,33,691706,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","6",4,11.0857142857143,"2","2","2","0","0","0","0","0",0,133.375
500,1988,5500,40,51652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"167","263",4,16,"0","0","0","0","0","0","0","0",0,344.375
2000,2828,6987.22826086957,2,131448,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","10",3.25355450236967,11.0857142857143,"2","0","0","0","0","0","0","0",0,88.625
2000,2143,5000,52,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","287",3.25355450236967,12,"0","0","0","0","0","0","0","0",0,134.125
500,3192,6987.22826086957,62.2247644683715,194305,3,1,1,2,1,"6","17",2,11.0857142857143,"0","0","2","0","0","0","0","0",0,87.375
2000,3192,5800,69,57822,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"251","708",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,87.375
48000,3234,8600,107,4365238,155,57,31,68,39,"8","11",4,11.0857142857143,"0","0","0","0","1","0","0","0",0,129.375
6000,2148,8900,129,1201564,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"85","308",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0","0",0,139.125
2000,2240,5900,59,95291,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48","66",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,231.125
500,3360,6500,38,2048,3,3,2,0,0,"468","1214",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,255.375
500,2835,4400,51,367328,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"198","714",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,95.625
6000,3241,8900,102,1529105,121,43,37,61,27,"114","206",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,136.375
500,2513,6000,19,97941,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","453",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,138.875
5000,3115,8400,38,359080,48,9,19,32,8,"30","51",4,11.0857142857143,"2","2","2","0","0","0","0","0",0,10.375
5000,2100,7400,40,788296,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","49",4,11.0857142857143,"2","2","2","0","0","2","0","0",0,91.125
10000,2485,8800,149,483316,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"207","337",2,11.0857142857143,"0","0","0","0","1","2","0","0",0,110.875
5000,3220,7600,55,440417.6367713,33,7,13,11,3,"578","1072",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,115.375
2000,1775,7600,62,720532,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10","19",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,131.375
500,3038,6100,92,20071,5,3,0,3,1,"389","661",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,298.625
500,2541,6000,56,193041,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"257","411",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,166.875
500,2142,4400,11,89480,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"166","262",4,11.0857142857143,"0","0","0","0","0","0","0","0",0,133.125
500,2198,5400,67,43805,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"209","342",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,189.125
500,2366,5200,45,462746,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","370",4,11.0857142857143,"0","0","0","0","0","0","0","0",0,357.125
3000,2828,8200,80,280808,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"106","267",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,88.625
3000,3003,8200,112,447992,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"40","56",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,263.625
2000,2515,6600,72,245264,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"105","454",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,140.875
3000,2275,6900,91,94125,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"218","356",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,266.125
2000,2513,7500,69,557725,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"41","57",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,138.875
10000,2142,8000,87,1168518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","206",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,133.125
6000,3220,7900,118,457014,62,22,21,27,14,"207","337",2,11.0857142857143,"0","0","0","0","1","0","0","0",0,115.375
500,2345,7200,95,664806,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"232","378",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,336.125
5000,2863,8600,77,1348716,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"165","566",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",1,123.625
500,1883,5500,88,2477,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"122","195",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,239.375
2000,2002,7600,76,101055,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"171","270",3.25355450236967,2,"0","0","0","0","0","0","0","0",0,358.375
11000,3249,8300,111,931417,107,20,48,41,7,"89","139",2,11.0857142857143,"0","0","0","0","1","2","0","0",0,144.375
2000,2597,7700,104,466603,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"98","193",3.25355450236967,16,"0","0","0","0","0","0","0","0",0,222.875
13000,1528,9000,133,823479,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"117","188",4,16,"0","0","0","0","1","2","0","0",0,249.625
2000,2177,6600,46,670326,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"107","264",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,168.125
10000,1511,8500,115,467424,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"29","38",2,11.0857142857143,"2","2","0","0","0","0","0","0",0,232.625
19000,2492,9200,137,1329383,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1","385",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","1","0",10,117.875
5000,2058,9500,149,1005204,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"133","214",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,49.125
2000,3220,9100,61,518273,36,12,8,13,9,"73","279",7,11.0857142857143,"0","0","0","0","0","0","0","0",0,115.375
2000,2501,6200,47,844248,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","420",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,126.875
2000,2961,8700,151,834327,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"282","214",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,221.625
2000,1729,5300,28,30366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"115","184",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,85.375
500,2366,7300,47,5650,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"171","270",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,357.125
500,3192,5900,18,283838,10,0,5,2,0,"578","1081",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,87.375
500,2471,6100,56,193707,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"139","135",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,96.875
2000,3227,5600,43,440417.6367713,13,6,3,2,2,"408","715",2,11.0857142857143,"0","0","0","0","1","2","0","0",0,122.375
500,2870,5900,44,181085,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"408","715",2,11.0857142857143,"0","0","0","0","1","0","0","0",0,130.625
2000,2331,8200,71,739705,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"180","285",8,11.0857142857143,"0","0","0","0","0","0","0","0",0,322.125
2000,1421,7400,91,65599,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","3",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,142.625
500,2022,7300,33,304225,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","204",7,11.0857142857143,"0","2","2","0","0","0","0","0",0,13.125
500,2338,6800,76,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"222","362",3.25355450236967,16,"0","0","0","0","0","0","0","0",0,329.125
500,3108,7000,120,316575,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"400","80",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,3.375
2000,3346,8500,86,10057,25,12,6,17,9,"32","38",2,11.0857142857143,"0","2","0","0","0","0","0","0",0,241.375
500,2359,5600,16,32760,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"231","377",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,350.125
6000,3241,8700,92,1516735,54,20,22,29,10,"28","40",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,136.375
3000,2457,4200,6,128209,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","382",3.25355450236967,11.0857142857143,"2","0","0","0","0","0","0","0",0,82.875
2000,2436,8200,82,62984,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"57","89",4,11.0857142857143,"0","0","0","0","0","2","0","0",0,61.875
2000,3304,9300,80,440417.6367713,19,11,4,6,4,"165","259",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,199.375
2000,3178,6987.22826086957,1,86725,5,3,0,3,2,"6","1229",2,11.0857142857143,"2","0","0","0","0","0","0","0",0,73.375
2000,1620,7900,81,1106,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"108","175",4,16,"2","0","0","0","0","0","0","0",0,341.625
500,3073,6200,99,303842,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"345","583",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,333.625
500,2002,5600,21,384334,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","277",4,11.0857142857143,"0","0","0","0","0","0","0","0",0,358.375
6000,1421,8100,145,1003761,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"57","86",4,16,"0","0","0","0","1","2","0","0",0,142.625
5000,2457,7400,49,589158,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"38","408",2,11.0857142857143,"0","0","0","0","1","0","0","0",0,82.875
2000,2429,8000,98,27136,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","429",4,11.0857142857143,"0","0","0","0","1","0","0","0",0,54.875
2000,2058,8500,39,2006285,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"118","188",4,11.0857142857143,"0","0","0","0","1","0","0","0",0,49.125
500,3199,5200,3,72774,2,1,0,2,1,"392","675",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,94.375
8000,3192,7900,91,669770,31,23,8,21,18,"362","30",3.25355450236967,11.0857142857143,"0","0","0","0","1","2","0","0",0,87.375
2000,3213,5900,66,1361,20,2,9,2,1,"16","302",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,108.375
500,3199,7400,39,428610,7,0,1,4,0,"430","764",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,94.375
2000,2947,7600,119,478691,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"378","641",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,207.625
5000,2478,8200,108,975913,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"109","176",3.25355450236967,12,"0","0","0","0","1","2","0","0",0,103.875
500,2379,8100,59,438753,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","331",2,16,"0","0","0","0","1","0","0","0",0,4.875
2000,2233,7800,106,442044,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"135","320",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,224.125
500,2415,6500,13,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","391",3.25355450236967,11.0857142857143,"2","2","2","0","0","0","0","0",0,40.875
2000,2128,7000,92,517764,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"193","303",4,16,"0","0","0","0","0","0","0","0",0,119.125
29000,3229,8200,79,5417231,134,11,79,28,5,"73","1116",2,11.0857142857143,"0","0","0","0","0","0","0","2",0,124.375
2000,2226,6900,8,439801,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"46","352",8,11.0857142857143,"0","0","0","0","0","0","0","0",0,217.125
500,2842,8100,135,380699,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"206","550",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,102.625
2000,2807,8000,70,30069,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"279","567",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,67.625
3000,1777,6300,37,1007988,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"77","150",4,11.0857142857143,"2","0","2","0","0","0","0","0",0,133.375
10000,2450,8500,77,503093,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"168","398",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,75.875
500,2345,7600,27,370537,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"227","371",4,11.0857142857143,"0","0","0","0","0","0","0","0",0,336.125
31000,2506,8500,125,2408730,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","11",4,18,"0","0","0","0","1","2","0","0",0,131.875
2000,3227,6400,76,440417.6367713,10,5,5,5,5,"20","1058",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,122.375
2000,2499,6700,67,335300,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","402",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,124.875
500,2330,7900,58,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","198",4,8,"2","0","2","0","0","0","0","0",0,321.125
2000,1904,6500,51,16442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"97","151",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,260.375
2000,2653,6800,95,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"33","42",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,278.875
3000,2142,7200,35,924460,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","40",2,11.0857142857143,"0","0","0","0","0","2","0","0",0,133.125
2000,1640,5100,50,25777,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"123","197",2,11.0857142857143,"0","0","0","0","0","0","0","0",0,361.625
500,2313,4500,60,561128,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"220","359",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,304.125
500,3262,5800,72,118199,50,8,17,34,4,"208","965",3.25355450236967,11.0857142857143,"0","0","0","0","1","0","0","0",0,157.375
2000,2639,7000,67,70234,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"51","497",6,11.0857142857143,"0","0","0","0","0","0","0","0",0,264.875
2000,2331,5600,99,635484,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"156","245",4,4,"0","0","0","0","0","0","0","0",0,322.125
500,3220,4700,11,98168,0,0,0,0,0,"140","222",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0",0,115.375
