"Outcome_M11","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_3","Quan_16","Cat_110","Cat_245","Cat_349","Cat_403","Cat_467","Cat_469","Cat_470","Cat_494","Cat_498"
2000,8200,123,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"334",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,8200,116,272994,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"141",8,"0","0","0","0","0","0","0","0","0"
2000,8200,105,624769,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"35",24,"0","0","0","0","0","2","0","1","0"
500,7300,94,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"268",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5000,33,26436,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"214",10,"0","0","0","1","0","0","0","0","0"
500,5900,89,317271,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"335",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7200,12,119498,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"127",21,"0","0","0","0","0","0","0","0","0"
3000,8400,87,916743,68,15,26,35,14,"51",2,"0","0","0","0","1","0","0","0","0"
2000,5800,77,149470,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"15",9.45927601809955,"0","0","0","0","1","0","0","1","0"
500,6400,53,16442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"97",8,"0","0","0","0","0","0","0","0","0"
500,5900,46,4221,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10",8,"2","0","0","0","0","0","0","0","0"
500,5500,53,396297,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"126",2,"0","0","0","0","0","0","0","0","0"
3000,8700,182,4741,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"341",9.45927601809955,"0","0","0","1","1","2","0","0","0"
2000,4200,19,631652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"100",9.45927601809955,"3","0","0","0","0","0","0","0","0"
2000,5500,36,564834,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"225",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,9300,144,1650772,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"223",9.45927601809955,"0","0","0","0","1","2","0","1","0"
500,7500,46,245463,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"362",4,"0","0","0","0","0","0","0","0","0"
500,3500,8,91161,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9",12,"0","0","0","0","0","0","0","0","0"
2000,7500,65,1969756,80,8,42,24,5,"192",9.45927601809955,"0","0","0","1","1","0","0","1","0"
500,5500,11,153980,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"129",9.45927601809955,"2","0","0","0","0","0","0","0","0"
500,6200,16,164171,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6300,22,230598,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"77",2,"0","0","0","0","0","0","0","0","0"
500,6000,37,23149,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48",9.45927601809955,"2","0","0","0","0","0","0","0","0"
3000,6900,96,549715,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"208",16,"3","0","0","0","0","0","0","0","0"
500,8000,33,691706,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4",10,"0","0","0","0","0","0","0","0","0"
500,5500,40,51652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"167",16,"4","0","0","0","0","0","0","0","0"
500,6987.22826086957,2,131448,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5000,52,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9",12,"0","0","0","0","0","0","0","0","0"
500,6987.22826086957,62.2247644683715,194305,3,1,1,2,1,"6",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5800,69,57822,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"251",8,"0","0","0","0","0","0","0","0","0"
5000,8600,107,4365238,155,57,31,68,39,"8",18,"3","0","0","0","1","0","0","1","1"
2000,8900,129,1201564,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"85",9.45927601809955,"0","0","0","0","0","2","0","0","0"
2000,5900,59,95291,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48",9.45927601809955,"4","0","0","0","0","0","0","0","0"
500,6500,38,2048,3,3,2,0,0,"468",9.45927601809955,"0","0","0","0","0","0","0","1","0"
500,4400,51,367328,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"198",9.45927601809955,"2","0","0","0","0","0","0","0","0"
2000,8900,102,1529105,121,43,37,61,27,"114",8,"0","0","0","0","1","2","0","1","0"
500,6000,19,97941,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,8400,38,359080,48,9,19,32,8,"30",2,"0","0","0","0","0","0","0","0","0"
500,7400,40,788296,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",8,"0","0","0","0","0","2","0","0","0"
2000,8800,149,483316,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"207",9.45927601809955,"2","0","0","1","1","2","0","1","0"
2000,7600,55,440417.6367713,33,7,13,11,3,"578",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7600,62,720532,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6100,92,20071,5,3,0,3,1,"389",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6000,56,193041,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"257",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,4400,11,89480,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"166",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5400,67,43805,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"209",4,"2","0","0","0","0","0","0","0","0"
2000,5200,45,462746,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176",9.45927601809955,"3","0","0","0","0","0","0","0","0"
500,8200,80,280808,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"106",2,"3","0","0","0","1","0","0","1","0"
2000,8200,112,447992,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"40",9.45927601809955,"0","0","0","0","1","0","0","0","0"
500,6600,72,245264,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"105",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6900,91,94125,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"218",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7500,69,557725,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"41",9.45927601809955,"0","0","0","0","1","0","0","1","0"
3000,8000,87,1168518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114",9.45927601809955,"0","0","0","0","1","2","0","1","1"
2000,7900,118,457014,62,22,21,27,14,"207",2,"2","0","0","1","1","0","0","1","0"
2000,7200,95,664806,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"232",9.45927601809955,"0","0","0","0","1","0","0","1","0"
2000,8600,77,1348716,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"165",9.45927601809955,"0","0","0","1","1","0","0","1","1"
2000,5500,88,2477,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"122",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,7600,76,101055,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"171",2,"2","0","0","1","0","0","0","0","0"
2000,8300,111,931417,107,20,48,41,7,"89",16,"0","0","0","0","1","2","0","1","1"
3000,7700,104,466603,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"98",16,"0","0","0","1","0","0","0","0","0"
5000,9000,133,823479,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"117",16,"3","0","0","1","1","2","0","0","0"
500,6600,46,670326,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"107",8,"0","0","0","0","0","0","0","0","0"
6000,8500,115,467424,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"29",2,"0","0","0","0","0","0","0","0","0"
6000,9200,137,1329383,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1",9.45927601809955,"0","0","0","1","1","2","1","1","0"
2000,9500,149,1005204,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"133",9.45927601809955,"0","0","0","0","1","2","0","0","0"
500,9100,61,518273,36,12,8,13,9,"73",14,"2","0","0","0","0","0","0","0","0"
2000,6200,47,844248,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114",16,"0","0","0","0","1","0","0","0","0"
6000,8700,151,834327,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"282",10,"0","0","0","1","1","0","0","1","1"
500,5300,28,30366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"115",2,"0","0","0","0","0","0","0","0","0"
2000,7300,47,5650,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"171",2,"2","0","0","0","0","0","0","0","0"
500,5900,18,283838,10,0,5,2,0,"578",10,"2","0","0","0","0","0","0","0","0"
500,6100,56,193707,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"139",9.45927601809955,"2","0","0","0","0","0","0","0","0"
2000,5600,43,440417.6367713,13,6,3,2,2,"408",8,"0","2","0","0","1","2","0","1","0"
2000,5900,44,181085,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"408",8,"0","2","0","0","1","0","0","0","0"
500,8200,71,739705,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"180",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7400,91,65599,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7300,33,304225,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4",14,"0","0","0","0","0","0","0","0","0"
500,6800,76,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"222",16,"0","0","0","0","0","0","0","0","0"
500,7000,120,316575,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"400",16,"2","0","0","0","0","0","0","0","0"
2000,8500,86,10057,25,12,6,17,9,"32",2,"0","0","0","0","0","0","0","0","0"
500,5600,16,32760,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"231",8,"0","0","0","0","0","0","0","0","0"
2000,8700,92,1516735,54,20,22,29,10,"28",8,"0","0","0","0","1","2","0","0","0"
500,4200,6,128209,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,8200,82,62984,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"57",4,"2","0","0","0","0","2","0","0","0"
2000,9300,80,440417.6367713,19,11,4,6,4,"165",9.45927601809955,"0","0","0","1","0","0","0","0","0"
500,6987.22826086957,1,86725,5,3,0,3,2,"6",4,"0","0","0","0","0","0","0","0","0"
500,7900,81,1106,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"108",16,"0","0","0","0","0","0","0","0","0"
500,6200,99,303842,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"345",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5600,21,384334,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,8100,145,1003761,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"57",32,"2","0","0","0","1","2","0","1","0"
2000,7400,49,589158,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"38",9.45927601809955,"2","0","0","0","1","0","0","0","0"
500,8000,98,27136,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16",9.45927601809955,"2","0","0","0","1","0","0","1","0"
2000,8500,39,2006285,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"118",16,"0","0","0","0","1","0","0","0","0"
500,5200,3,72774,2,1,0,2,1,"392",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,7900,91,669770,31,23,8,21,18,"362",4,"2","0","0","0","1","2","0","1","1"
500,5900,66,1361,20,2,9,2,1,"16",8,"2","0","0","0","0","0","0","0","0"
500,7400,39,428610,7,0,1,4,0,"430",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,7600,119,478691,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"378",256,"0","0","0","0","1","0","0","0","0"
2000,8200,108,975913,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"109",12,"2","0","0","1","1","2","0","0","0"
500,8100,59,438753,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56",16,"2","0","0","0","1","0","0","0","0"
2000,7800,106,442044,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"135",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6500,13,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30",2,"0","0","0","0","0","0","0","0","0"
500,7000,92,517764,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"193",16,"0","0","0","0","0","0","0","0","0"
3000,8200,79,5417231,134,11,79,28,5,"73",9.45927601809955,"2","0","0","0","0","0","0","0","0"
500,6900,8,439801,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"46",8,"3","0","0","0","0","0","0","0","0"
500,8100,135,380699,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"206",8,"0","0","0","0","0","0","0","0","0"
500,8000,70,30069,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"279",16,"0","0","0","0","0","0","0","0","0"
500,6300,37,1007988,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"77",2,"0","0","0","0","0","0","0","0","0"
500,8500,77,503093,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"168",16,"0","0","0","0","0","0","0","0","0"
500,7600,27,370537,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"227",9.45927601809955,"0","0","0","0","0","0","0","0","0"
6000,8500,125,2408730,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8",18,"4","0","0","0","1","2","0","1","1"
500,6400,76,440417.6367713,10,5,5,5,5,"20",16,"0","0","0","0","0","0","0","0","0"
500,6700,67,335300,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8",12,"0","0","0","0","1","0","0","0","0"
500,7900,58,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",8,"0","0","0","0","0","0","0","0","0"
500,6500,51,16442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"97",8,"0","0","0","0","0","0","0","0","0"
2000,6800,95,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"33",16,"0","0","0","0","0","0","0","0","0"
2000,7200,35,924460,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31",8,"0","0","0","0","0","2","0","0","0"
500,5100,50,25777,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"123",8,"0","0","0","0","0","0","0","0","0"
500,4500,60,561128,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"220",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5800,72,118199,50,8,17,34,4,"208",10,"0","0","0","0","1","0","0","1","0"
500,7000,67,70234,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"51",4,"0","0","0","0","0","0","0","0","0"
2000,5600,99,635484,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"156",16,"2","0","0","0","0","0","0","0","0"
500,4700,11,98168,0,0,0,0,0,"140",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7900,65,48840,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"150",8,"0","0","0","0","0","0","0","0","0"
5000,9200,132,725087,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"55",8,"0","0","0","0","1","2","0","1","1"
2000,4900,51,440417.6367713,40,6,15,13,1,"580",2,"0","0","0","0","0","0","0","0","0"
2000,8300,76,1238684,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30",2,"0","0","0","0","1","0","0","0","0"
2000,7600,45,820707,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31",8,"0","0","0","0","0","0","0","0","0"
500,5900,58,7701,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"414",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,6700,33,779723,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5",2,"0","0","0","0","0","0","0","0","0"
2000,7500,125,518565,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"11",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,6400,70,11971,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",4,"0","0","0","0","0","0","0","0","0"
3000,8500,111,326799,55,23,11,43,21,"23",8,"0","2","0","0","1","0","0","1","1"
500,6900,59,598947,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"155",9.45927601809955,"0","0","0","0","1","0","0","0","0"
500,7200,64,151404,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"20",8,"0","0","0","0","0","0","0","0","0"
500,7500,82,367178,26,9,10,15,5,"607",4,"0","0","0","0","1","0","0","0","0"
2000,8000,92,664717,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"51",4,"2","0","0","0","0","0","0","0","0"
500,6400,60,67691,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"393",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7700,49,910668,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"51",4,"2","0","0","0","1","2","0","1","0"
500,3700,7,128209,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"194",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7100,34,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"180",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,8200,66,18034,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",4,"0","0","0","0","0","0","0","0","0"
500,4600,60,631652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"100",9.45927601809955,"3","0","0","0","0","2","0","0","0"
500,7900,36,483256,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30",12,"0","0","0","0","0","0","0","0","0"
2000,7500,60,242444,6,0,2,1,0,"38",9.45927601809955,"2","0","0","0","0","0","0","0","0"
500,6700,104,335300,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8",12,"0","0","0","0","1","2","0","1","1"
500,5800,59,7701,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"414",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7800,68,910668,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"51",4,"2","0","0","0","0","0","0","0","0"
3000,8000,89,860321,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16",2,"0","0","0","0","1","2","0","1","0"
500,8700,85,28164,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"276",9.45927601809955,"0","0","0","0","0","2","0","0","0"
500,7800,138,373658,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2",8,"0","0","0","0","1","0","0","1","0"
2000,7400,72,622980,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"128",4,"2","0","0","0","0","2","0","0","0"
500,5900,8,934,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"467",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,4700,11,224077,88,8,63,7,1,"357",8,"3","0","0","0","0","0","0","0","0"
500,7900,118,1073298,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"116",9.45927601809955,"0","0","0","0","0","0","0","0","0"
3000,8600,115,1348716,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"165",9.45927601809955,"0","0","0","1","1","0","0","1","1"
500,5300,39,73152,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48",9.45927601809955,"2","0","0","0","0","0","0","0","0"
5000,9500,166,1784743,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"165",9.45927601809955,"0","0","0","1","1","0","0","1","1"
500,6100,12,166048,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"255",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6500,3,194305,5,1,2,2,1,"6",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6600,100,388256,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,4400,84,108948,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"251",9.45927601809955,"2","0","0","0","0","0","0","0","0"
500,6600,47,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"131",9.45927601809955,"2","0","0","0","0","0","0","0","0"
3000,8800,104,1247336,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"35",24,"0","0","0","1","1","2","0","1","0"
500,7000,87,37215,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"278",8,"0","0","0","0","0","0","0","0","0"
2000,7900,62,940341,34,10,8,20,8,"38",9.45927601809955,"2","0","0","0","1","0","0","1","0"
500,8100,67,40535,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"34",4,"0","0","0","0","0","0","0","0","0"
500,6100,79,631407,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"100",9.45927601809955,"0","0","0","0","0","2","0","0","0"
3000,9000,185,744808,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"274",32,"0","0","0","0","1","2","0","1","0"
2000,8100,55,1503860,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30",2,"0","0","0","0","0","0","0","0","0"
500,5400,36,37394,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48",9.45927601809955,"2","0","0","0","0","0","0","0","0"
3000,8800,126,649910,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"153",8,"4","0","0","1","0","0","0","0","0"
500,5900,30,220062,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30",12,"0","0","0","0","0","0","0","0","0"
500,4800,11,75453,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"362",30,"0","0","0","0","0","0","0","0","0"
2000,6700,117,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"33",16,"0","0","0","0","0","2","0","0","0"
2000,7500,58,360652,8,2,2,4,2,"107",12,"0","0","0","0","0","0","0","0","0"
8000,9400,142,2363963,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"75",16,"3","0","2","1","1","2","1","1","0"
500,6500,54,94125,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"218",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7400,46,228284,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"226",4,"0","0","0","0","0","0","0","0","0"
500,4900,59,12871,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"279",9.45927601809955,"0","0","0","0","1","0","0","0","0"
500,5400,91,214370,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"161",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,3500,5,22501,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,8200,89,397585,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"39",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7900,97,352519,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"57",8,"0","0","0","0","0","2","0","0","0"
2000,5900,44,373752,42,1,23,22,0,"16",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,8600,84,114820,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"142",12,"0","0","0","0","0","2","0","0","0"
500,6100,92,305595,26,9,12,22,8,"39",12,"2","0","0","0","1","0","0","0","0"
500,6100,5,227165,13,1,8,2,0,"9",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,8300,77,1503860,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30",2,"0","0","0","0","0","0","0","0","0"
500,6400,100,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"299",9.45927601809955,"0","0","0","0","0","0","0","0","0"
5000,9000,136,2180621,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"154",16,"4","0","0","0","1","0","0","1","1"
2000,7900,106,538747,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"35",9.45927601809955,"0","0","0","0","0","2","0","0","0"
2000,9100,80,262738,15,3,4,7,2,"23",8,"0","2","0","0","0","0","0","0","0"
2000,8200,87,1815872,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"78",12,"0","0","0","0","0","2","0","0","0"
500,6800,50,598947,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"155",9.45927601809955,"0","0","0","0","1","0","0","0","0"
500,7700,57,1153618,38,0,17,14,0,"10",8,"2","0","0","0","0","0","0","0","0"
500,7100,7,440417.6367713,1,1,0,1,1,"270",9.45927601809955,"0","0","0","0","1","0","0","1","0"
500,6900,52,25475,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"88",4,"0","0","0","0","0","0","0","0","0"
500,5700,50,77366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"143",9.45927601809955,"2","0","0","0","0","0","0","0","0"
2000,8100,72,394304,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30",4,"0","0","0","0","0","0","0","0","0"
