"Outcome_M6","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_2","Cat_3","Cat_4","Cat_6","Quan_17","Quan_18","Cat_210","Cat_216","Cat_400","Cat_403","Cat_466","Cat_467","Cat_469","Cat_470","Cat_498","Quan_27","Day_Of_Year_1"
500,3500,4,11675,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","194","10","8",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,84.125
3000,7400,112,941734,22,7,9,11,4,"16","33","643","10",3.25355450236967,11.0857142857143,"0","0","1","1","0","1","2","0","0",1,221.625
2000,7800,28,245463,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","362","213","5",4,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,4.625
15000,8000,86,1951543,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","39","22",2,11.0857142857143,"2","2","1","0","0","1","0","0","0",0,50.375
500,8900,136,395580,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","290","478","10",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,186.625
6000,8900,118,1394197,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","206","27",3.25355450236967,11.0857142857143,"0","0","1","1","0","1","2","0","1",1,137.625
500,8500,94,755977,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","109","582","11",4,16,"0","0","1","1","0","1","0","0","0",0,334.875
5000,8400,81,212135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","269","433","39",3.25355450236967,4,"0","0","1","0","0","0","0","0","0",0,5.875
500,8300,94,172979,95,20,61,58,16,"16","564","1054","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,234.375
500,6400,5,150368,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","176","660","11",4,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,327.875
500,6200,5,407303,21,3,11,8,2,"5","395","19","3",8,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,115.375
2000,7100,62,136366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","251","404","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,89.875
500,5600,64,166518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","230","375","21",2,2,"0","0","1","0","0","0","0","0","0",0,343.125
500,5900,17,283838,7,0,4,2,0,"16","578","1081","14",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,87.375
3000,8000,61,13671,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","49","4",4,11.0857142857143,"2","2","1","0","0","0","2","0","0",0,95.625
2000,8300,135,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","334","562","10",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","2","0","0",0,186.625
2000,7400,92,872255,73,33,22,37,23,"16","34","260","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","2","0","0",0,101.375
500,4900,21,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","9","287","2",3.25355450236967,12,"0","0","0","0","0","0","0","0","0",0,134.125
500,7300,55,477063,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","19","11",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,104.125
2000,6700,18,471617,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","116","186","30",4,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,295.375
27000,8800,74,696622,313,26,273,288,19,"3","4","6","4",4,10,"2","2","1","0","0","0","0","0","0",0,94.375
500,6400,39,5633,40,1,29,6,0,"27","50","1126","32",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,124.375
500,6100,45,9772,1,1,0,1,1,"26","143","895","10",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,122.375
500,7100,106,37215,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"13","278","460","20",3.25355450236967,8,"0","0","0","0","0","0","0","0","0",0,320.875
500,6500,4,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"133","409","718","12",4,11.0857142857143,"0","2","0","0","0","0","0","0","0",0,89.625
2000,8200,102,447992,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","40","56","11",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","2","0","0",0,263.625
2000,8500,154,401293,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","323","536","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","1","2","0","0",0,327.875
2000,8300,106,793103,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","78","128","17",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","2","0","0",0,246.375
500,8200,50,412632,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"18","32","50","4",4,11.0857142857143,"0","2","0","0","0","0","0","0","0",0,246.375
500,4500,43,56051,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"139","426","757","2",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,67.625
500,6987.22826086957,62.2247644683715,386836,10,3,4,0,0,"16","243","898","16",4,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,115.375
3000,7900,81,940341,30,10,7,18,8,"60","38","763","11",2,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,361.625
500,6700,29,163947,11,3,5,3,0,"16","584","403","16",4,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,121.375
2000,7600,69,824187,29,3,14,14,3,"12","27","981","11",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,347.625
500,5000,43,224371,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"74","216","412","2",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,124.875
500,3800,48,84266,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","158","249","2",3.25355450236967,12,"0","0","0","0","0","0","0","0","0",0,357.375
3000,8700,58,222511,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","48","26",7,11.0857142857143,"2","2","1","0","0","0","2","0","0",0,103.875
500,5300,34,149219,16,2,4,2,0,"236","46","1262","30",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,248.375
2000,2600,17,3936,42,2,34,5,0,"27","49","1145","30",2,11.0857142857143,"0","2","0","0","0","0","0","0","0",0,138.375
500,6900,67,214006,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","246","18","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,110.875
2000,7100,48,192962,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","233","379","18",2,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,334.125
500,6300,36,62276,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","216","44",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,126.125
2000,6400,85,642451,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","31","40","13",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","2","0","0",0,137.875
500,7700,42,267629,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","41","57","20",3.25355450236967,11.0857142857143,"0","0","1","1","0","0","0","0","0",0,112.125
500,7800,103,440417.6367713,22,7,5,15,5,"5","232","305","14",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,354.625
500,6987.22826086957,2,44363,1,0,0,1,0,"8","534","992","5",4,11.0857142857143,"0","2","0","0","0","0","0","0","0",0,326.625
500,3800,12,91161,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","9","12","2",3.25355450236967,12,"0","0","0","0","0","0","0","0","0",0,147.125
500,8200,123,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","334","562","10",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,186.625
500,8200,116,272994,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","141","224","2",3.25355450236967,8,"0","0","1","0","0","0","0","0","0",0,357.375
2000,8200,105,624769,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","35","367","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","2","0","0",0,357.125
500,7300,94,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","268","586","27",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,158.625
500,5000,33,26436,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","214","349","1",3.25355450236967,11.0857142857143,"0","0","1","1","0","0","0","0","0",0,224.125
500,5900,89,317271,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"13","335","564","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,200.625
500,7200,12,119498,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","127","202","19",3.25355450236967,21,"0","0","0","0","0","0","0","0","0",0,84.125
2000,8400,87,916743,68,15,26,35,14,"53","51","563","33",2,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,326.625
500,5800,77,149470,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","15","366","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,357.125
500,6400,53,16442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","97","151","14",2,8,"0","0","1","0","0","0","0","0","0",0,260.375
500,5900,46,4221,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","123","50",4,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,172.625
500,5500,53,396297,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","126","200","11",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,316.375
2000,8700,182,4741,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","341","585","46",3.25355450236967,11.0857142857143,"0","0","1","1","0","1","2","0","0",0,235.625
2000,4200,19,631652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","100","156","20",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,211.375
500,5500,36,564834,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","225","369","10",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,338.125
3000,9300,144,1650772,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","223","364","27",3.25355450236967,11.0857142857143,"0","0","0","0","0","1","2","0","0",0,345.125
2000,7500,46,245463,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","362","213","5",4,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,4.625
500,3500,8,91161,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","9","12","2",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,231.125
5000,7500,65,1969756,80,8,42,24,5,"7","192","1117","34",4,11.0857142857143,"0","0","1","1","0","1","0","0","0",2,124.375
500,5500,11,153980,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","129","207","10",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,139.125
500,6200,16,164171,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","187","3",4,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,330.375
500,6300,22,230598,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","77","150","4",4,11.0857142857143,"0","2","0","0","0","0","0","0","0",0,96.875
500,6000,37,23149,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","66","10",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,358.875
2000,6900,96,549715,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"72","208","340","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,217.125
2000,8000,33,691706,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","6","4",4,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,133.375
500,5500,40,51652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"61","167","263","15",4,16,"0","0","1","0","0","0","0","0","0",0,344.375
2000,6987.22826086957,2,131448,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","6","10","2",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,88.625
500,5000,52,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","9","287","2",3.25355450236967,12,"0","0","0","0","0","0","0","0","0",0,134.125
500,6987.22826086957,62.2247644683715,194305,3,1,1,2,1,"5","6","17","12",2,11.0857142857143,"0","2","0","0","0","0","0","0","0",0,87.375
500,5800,69,57822,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"49","251","708","14",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,87.375
16000,8600,107,4365238,155,57,31,68,39,"5","8","11","2",4,11.0857142857143,"0","0","1","0","0","1","0","0","1",0,129.375
2000,8900,129,1201564,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","85","308","20",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","2","0","0",0,139.125
500,5900,59,95291,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","66","10",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,231.125
500,6500,38,2048,3,3,2,0,0,"151","468","1214","41",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,255.375
2000,4400,51,367328,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"29","198","714","10",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,95.625
3000,8900,102,1529105,121,43,37,61,27,"28","114","206","27",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","2","0","0",0,136.375
500,6000,19,97941,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"12","27","453","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,138.875
16000,8400,38,359080,48,9,19,32,8,"17","30","51","22",4,11.0857142857143,"2","2","1","0","0","0","0","0","0",0,10.375
5000,7400,40,788296,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","49","4",4,11.0857142857143,"2","2","0","0","0","0","2","0","0",0,91.125
5000,8800,149,483316,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","207","337","1",2,11.0857142857143,"0","0","1","1","0","1","2","0","0",0,110.875
2000,7600,55,440417.6367713,33,7,13,11,3,"16","578","1072","34",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,115.375
500,7600,62,720532,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","19","11",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,131.375
500,6100,92,20071,5,3,0,3,1,"9","389","661","11",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,298.625
500,6000,56,193041,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","257","411","10",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,166.875
500,4400,11,89480,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","166","262","17",4,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,133.125
500,5400,67,43805,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","209","342","1",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,189.125
2000,5200,45,462746,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","176","370","11",4,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,357.125
500,8200,80,280808,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"52","106","267","10",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,88.625
2000,8200,112,447992,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","40","56","11",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,263.625
500,6600,72,245264,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"49","105","454","41",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,140.875
2000,6900,91,94125,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","218","356","10",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,266.125
500,7500,69,557725,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","41","57","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,138.875
3000,8000,87,1168518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","206","27",3.25355450236967,11.0857142857143,"0","0","0","0","0","1","2","0","1",0,133.125
3000,7900,118,457014,62,22,21,27,14,"7","207","337","1",2,11.0857142857143,"0","0","1","1","0","1","0","0","0",0,115.375
500,7200,95,664806,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","232","378","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,336.125
3000,8600,77,1348716,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","165","566","1",3.25355450236967,11.0857142857143,"0","0","1","1","0","1","0","0","1",1,123.625
500,5500,88,2477,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","122","195","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,239.375
500,7600,76,101055,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","171","270","10",3.25355450236967,2,"0","0","1","1","0","0","0","0","0",0,358.375
3000,8300,111,931417,107,20,48,41,7,"42","89","139","13",2,11.0857142857143,"0","0","1","0","0","1","2","0","1",0,144.375
2000,7700,104,466603,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"60","98","193","2",3.25355450236967,16,"0","0","1","1","0","0","0","0","0",0,222.875
5000,9000,133,823479,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","117","188","42",4,16,"0","0","1","1","0","1","2","0","0",0,249.625
500,6600,46,670326,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","107","264","13",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,168.125
6000,8500,115,467424,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","29","38","21",2,11.0857142857143,"2","0","1","0","0","0","0","0","0",0,232.625
10000,9200,137,1329383,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1","1","385","1",3.25355450236967,11.0857142857143,"0","0","1","1","0","1","2","1","0",10,117.875
6000,9500,149,1005204,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","133","214","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","2","0","0",0,49.125
2000,9100,61,518273,36,12,8,13,9,"63","73","279","50",7,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,115.375
500,6200,47,844248,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","420","11",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,126.875
3000,8700,151,834327,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","282","214","2",3.25355450236967,11.0857142857143,"0","0","1","1","0","1","0","0","1",0,221.625
500,5300,28,30366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","115","184","13",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,85.375
500,7300,47,5650,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","171","270","10",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,357.125
500,5900,18,283838,10,0,5,2,0,"16","578","1081","14",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,87.375
500,6100,56,193707,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","139","135","20",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,96.875
2000,5600,43,440417.6367713,13,6,3,2,2,"9","408","715","18",2,11.0857142857143,"0","0","0","0","0","1","2","0","0",0,122.375
2000,5900,44,181085,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","408","715","18",2,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,130.625
500,8200,71,739705,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","180","285","52",8,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,322.125
2000,7400,91,65599,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","3","3","3",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,142.625
6000,7300,33,304225,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","204","22",7,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,13.125
500,6800,76,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","222","362","2",3.25355450236967,16,"0","0","0","0","0","0","0","0","0",0,329.125
3000,7000,120,316575,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","400","80","11",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,3.375
500,8500,86,10057,25,12,6,17,9,"17","32","38","21",2,11.0857142857143,"2","0","0","0","0","0","0","0","0",0,241.375
500,5600,16,32760,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"77","231","377","34",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,350.125
2000,8700,92,1516735,54,20,22,29,10,"16","28","40","17",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","2","0","0",0,136.375
500,4200,6,128209,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","6","382","2",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,82.875
2000,8200,82,62984,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","57","89","54",4,11.0857142857143,"0","0","1","0","0","0","2","0","0",0,61.875
2000,9300,80,440417.6367713,19,11,4,6,4,"16","165","259","1",3.25355450236967,11.0857142857143,"0","0","1","1","0","0","0","0","0",0,199.375
500,6987.22826086957,1,86725,5,3,0,3,2,"5","6","1229","8",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,73.375
500,7900,81,1106,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","108","175","13",4,16,"0","0","1","0","0","0","0","0","0",0,341.625
500,6200,99,303842,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","345","583","1",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,333.625
2000,5600,21,384334,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","176","277","20",4,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,358.375
3000,8100,145,1003761,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","57","86","2",4,16,"0","0","1","0","0","1","2","0","0",0,142.625
2000,7400,49,589158,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"60","38","408","11",2,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,82.875
500,8000,98,27136,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","16","429","41",4,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,54.875
3000,8500,39,2006285,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","118","188","42",4,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,49.125
500,5200,3,72774,2,1,0,2,1,"105","392","675","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,94.375
2000,7900,91,669770,31,23,8,21,18,"13","362","30","10",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","2","0","1",0,87.375
2000,5900,66,1361,20,2,9,2,1,"9","16","302","55",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,108.375
2000,7400,39,428610,7,0,1,4,0,"141","430","764","52",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,94.375
2000,7600,119,478691,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","378","641","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,207.625
3000,8200,108,975913,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","109","176","11",3.25355450236967,12,"0","0","1","1","0","1","2","0","0",0,103.875
2000,8100,59,438753,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","56","331","2",2,16,"0","0","1","0","0","1","0","0","0",0,4.875
2000,7800,106,442044,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","135","320","41",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,224.125
500,6500,13,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","391","22",3.25355450236967,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,40.875
500,7000,92,517764,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","193","303","2",4,16,"0","0","1","0","0","0","0","0","0",0,119.125
11000,8200,79,5417231,134,11,79,28,5,"63","73","1116","32",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,124.375
500,6900,8,439801,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","46","352","52",8,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,217.125
2000,8100,135,380699,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","206","550","10",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,102.625
2000,8000,70,30069,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"109","279","567","14",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,67.625
2000,6300,37,1007988,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","77","150","4",4,11.0857142857143,"0","2","0","0","0","0","0","0","0",0,133.375
2000,8500,77,503093,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"12","168","398","13",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,75.875
2000,7600,27,370537,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","227","371","11",4,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,336.125
13000,8500,125,2408730,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","8","11","2",4,18,"0","0","1","0","0","1","2","0","1",0,131.875
500,6400,76,440417.6367713,10,5,5,5,5,"5","20","1058","2",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,122.375
