"Outcome_M7","Date_1","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_2","Cat_3","Cat_4","Quan_18","Cat_162","Cat_210","Cat_216","Cat_220","Cat_349","Cat_388","Cat_400","Cat_466","Cat_467","Cat_469","Cat_470","Cat_494","Quan_27","Day_Of_Year_1"
500,3129,8500,47,440417.6367713,2,1,0,1,1,"82","259","671",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,24.375
2000,1421,6200,68,148496,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","48",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,142.625
2000,2485,6800,98,214006,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","8","18",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,110.875
500,1701,7000,89,39995,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","97","182",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,57.375
500,3318,6987.22826086957,62.2247644683715,440417.6367713,4,2,1,3,2,"16","73","279",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,213.375
500,2093,3500,4,11675,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","194","10",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,84.125
2000,2961,7400,112,941734,22,7,9,11,4,"16","33","643",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","0",1,221.625
500,2744,7800,28,245463,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","362","213",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,4.625
6000,1694,8000,86,1951543,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","39",11.0857142857143,"2","2","2","2","0","2","1","0","1","0","0","0",0,50.375
500,2926,8900,136,395580,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","290","478",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,186.625
3000,2877,8900,118,1394197,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","206",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",1,137.625
2000,2709,8500,94,755977,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","109","582",16,"0","0","0","0","0","0","1","0","1","0","0","0",0,334.875
2000,2380,8400,81,212135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","269","433",4,"0","0","0","0","0","0","1","0","0","0","0","0",0,5.875
500,3339,8300,94,172979,95,20,61,58,16,"16","564","1054",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,234.375
500,2702,6400,5,150368,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","176","660",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,327.875
500,3220,6200,5,407303,21,3,11,8,2,"5","395","19",11.0857142857143,"0","0","0","0","0","2","0","0","0","0","0","0",0,115.375
500,2464,7100,62,136366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","251","404",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,89.875
2000,2352,5600,64,166518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","230","375",2,"2","0","0","0","0","2","1","0","0","0","0","0",0,343.125
500,3192,5900,17,283838,7,0,4,2,0,"16","578","1081",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,87.375
2000,2835,8000,61,13671,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","49",11.0857142857143,"2","2","2","0","0","0","1","0","0","2","0","0",0,95.625
3000,2926,8300,135,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","334","562",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,186.625
2000,3206,7400,92,872255,73,33,22,37,23,"16","34","260",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","0",0,101.375
500,2143,4900,21,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","9","287",12,"0","0","0","0","0","0","0","0","0","0","0","0",0,134.125
500,2113,7300,55,477063,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","19",11.0857142857143,"0","0","0","0","0","2","0","0","0","0","0","0",0,104.125
500,1939,6700,18,471617,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","116","186",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,295.375
15000,3199,8800,74,696622,313,26,273,288,19,"3","4","6",10,"2","2","2","0","0","0","1","0","0","0","0","0",0,94.375
500,3229,6400,39,5633,40,1,29,6,0,"27","50","1126",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,124.375
500,3227,6100,45,9772,1,1,0,1,1,"26","143","895",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,122.375
500,2695,7100,106,37215,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"13","278","460",8,"0","0","0","0","0","0","0","0","0","0","0","0",0,320.875
500,2829,6500,4,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"133","409","718",11.0857142857143,"2","0","2","0","0","0","0","0","0","0","0","0",0,89.625
2000,3003,8200,102,447992,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","40","56",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","0",0,263.625
2000,2702,8500,154,401293,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","323","536",11.0857142857143,"0","0","0","0","0","0","0","0","1","2","0","1",0,327.875
2000,1890,8300,106,793103,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","78","128",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","0",0,246.375
500,1890,8200,50,412632,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"18","32","50",11.0857142857143,"0","0","2","0","0","0","0","0","0","0","0","0",0,246.375
500,2807,4500,43,56051,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"139","426","757",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,67.625
500,3220,6987.22826086957,62.2247644683715,386836,10,3,4,0,0,"16","243","898",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,115.375
8000,3101,7900,81,940341,30,10,7,18,8,"60","38","763",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,361.625
500,3226,6700,29,163947,11,3,5,3,0,"16","584","403",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,121.375
3000,3087,7600,69,824187,29,3,14,14,3,"12","27","981",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,347.625
500,2499,5000,43,224371,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"74","216","412",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,124.875
2000,2001,3800,48,84266,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","158","249",12,"0","0","0","0","0","0","0","0","0","0","0","0",0,357.375
3000,2478,8700,58,222511,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","48",11.0857142857143,"2","2","2","0","0","0","1","0","0","2","0","0",0,103.875
500,3353,5300,34,149219,16,2,4,2,0,"236","46","1262",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,248.375
2000,3243,2600,17,3936,42,2,34,5,0,"27","49","1145",11.0857142857143,"0","0","2","0","0","0","0","0","0","0","0","0",0,138.375
500,2485,6900,67,214006,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","246","18",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,110.875
2000,2343,7100,48,192962,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","233","379",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","1",0,334.125
500,2135,6300,36,62276,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","216",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,126.125
2000,2512,6400,85,642451,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","31","40",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,137.875
500,2121,7700,42,267629,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","41","57",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,112.125
2000,3094,7800,103,440417.6367713,22,7,5,15,5,"5","232","305",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,354.625
2000,3066,6987.22826086957,2,44363,1,0,0,1,0,"8","534","992",11.0857142857143,"0","0","2","0","0","0","0","0","0","0","0","0",0,326.625
500,2156,3800,12,91161,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","9","12",12,"0","0","0","0","0","0","0","0","0","0","0","0",0,147.125
3000,2926,8200,123,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","334","562",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,186.625
2000,2001,8200,116,272994,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","141","224",8,"0","0","0","0","0","0","1","0","0","0","0","0",0,357.375
6000,2366,8200,105,624769,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","35","367",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","1",0,357.125
500,2898,7300,94,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","268","586",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,158.625
500,2233,5000,33,26436,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","214","349",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,224.125
2000,2940,5900,89,317271,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"13","335","564",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,200.625
500,2093,7200,12,119498,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","127","202",21,"0","0","0","0","0","0","0","0","0","0","0","0",0,84.125
3000,3066,8400,87,916743,68,15,26,35,14,"53","51","563",11.0857142857143,"2","0","0","0","0","0","1","0","1","0","0","0",0,326.625
500,2366,5800,77,149470,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","15","366",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","1",0,357.125
500,1904,6400,53,16442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","97","151",8,"0","0","0","0","0","0","1","0","0","0","0","0",0,260.375
500,2912,5900,46,4221,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","123",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,172.625
3000,1960,5500,53,396297,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","126","200",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,316.375
2000,2975,8700,182,4741,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","341","585",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","0",0,235.625
2000,1855,4200,19,631652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","100","156",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,211.375
2000,2347,5500,36,564834,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","225","369",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,338.125
11000,2354,9300,144,1650772,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","223","364",11.0857142857143,"0","0","0","0","0","0","0","0","1","2","0","1",0,345.125
500,2744,7500,46,245463,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","362","213",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,4.625
500,2240,3500,8,91161,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","9","12",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,231.125
3000,3229,7500,65,1969756,80,8,42,24,5,"7","192","1117",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",2,124.375
500,2148,5500,11,153980,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","129","207",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,139.125
2000,1974,6200,16,164171,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","187",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,330.375
500,2471,6300,22,230598,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","77","150",11.0857142857143,"2","0","2","0","0","0","0","0","0","0","0","0",0,96.875
2000,2733,6000,37,23149,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","66",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,358.875
500,2226,6900,96,549715,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"72","208","340",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,217.125
2000,1777,8000,33,691706,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","6",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,133.375
2000,1988,5500,40,51652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"61","167","263",16,"0","0","0","0","0","0","1","0","0","0","0","0",0,344.375
500,2828,6987.22826086957,2,131448,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","6","10",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,88.625
500,2143,5000,52,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","9","287",12,"0","0","0","0","0","0","0","0","0","0","0","0",0,134.125
500,3192,6987.22826086957,62.2247644683715,194305,3,1,1,2,1,"5","6","17",11.0857142857143,"0","0","2","0","0","0","0","0","0","0","0","0",0,87.375
500,3192,5800,69,57822,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"49","251","708",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,87.375
11000,3234,8600,107,4365238,155,57,31,68,39,"5","8","11",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,129.375
2000,2148,8900,129,1201564,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","85","308",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,139.125
500,2240,5900,59,95291,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","66",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,231.125
500,3360,6500,38,2048,3,3,2,0,0,"151","468","1214",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","1",0,255.375
2000,2835,4400,51,367328,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"29","198","714",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,95.625
3000,3241,8900,102,1529105,121,43,37,61,27,"28","114","206",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,136.375
500,2513,6000,19,97941,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"12","27","453",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,138.875
3000,3115,8400,38,359080,48,9,19,32,8,"17","30","51",11.0857142857143,"2","2","2","0","0","0","1","0","0","0","0","0",0,10.375
2000,2100,7400,40,788296,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","49",11.0857142857143,"2","2","2","0","0","0","0","0","0","2","0","0",0,91.125
3000,2485,8800,149,483316,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","207","337",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,110.875
2000,3220,7600,55,440417.6367713,33,7,13,11,3,"16","578","1072",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,115.375
500,1775,7600,62,720532,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","19",11.0857142857143,"0","0","0","0","0","2","0","0","0","0","0","0",0,131.375
500,3038,6100,92,20071,5,3,0,3,1,"9","389","661",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,298.625
500,2541,6000,56,193041,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","257","411",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,166.875
500,2142,4400,11,89480,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","166","262",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,133.125
500,2198,5400,67,43805,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","209","342",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,189.125
2000,2366,5200,45,462746,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","176","370",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,357.125
500,2828,8200,80,280808,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"52","106","267",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,88.625
2000,3003,8200,112,447992,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","40","56",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,263.625
500,2515,6600,72,245264,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"49","105","454",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,140.875
2000,2275,6900,91,94125,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","218","356",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,266.125
500,2513,7500,69,557725,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","41","57",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","1",0,138.875
3000,2142,8000,87,1168518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","206",11.0857142857143,"0","0","0","0","0","0","0","0","1","2","0","1",0,133.125
2000,3220,7900,118,457014,62,22,21,27,14,"7","207","337",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,115.375
2000,2345,7200,95,664806,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","232","378",11.0857142857143,"0","0","0","0","0","2","0","0","1","0","0","1",0,336.125
2000,2863,8600,77,1348716,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","165","566",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",1,123.625
500,1883,5500,88,2477,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","122","195",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,239.375
2000,2002,7600,76,101055,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","171","270",2,"0","0","0","0","0","0","1","0","0","0","0","0",0,358.375
2000,3249,8300,111,931417,107,20,48,41,7,"42","89","139",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,144.375
500,2597,7700,104,466603,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"60","98","193",16,"0","0","0","0","0","0","1","0","0","0","0","0",0,222.875
3000,1528,9000,133,823479,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","117","188",16,"0","0","0","0","0","2","1","0","1","2","0","0",0,249.625
2000,2177,6600,46,670326,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","107","264",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,168.125
5000,1511,8500,115,467424,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","29","38",11.0857142857143,"2","2","0","0","0","0","1","0","0","0","0","0",0,232.625
6000,2492,9200,137,1329383,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1","1","385",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","1","1",10,117.875
3000,2058,9500,149,1005204,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","133","214",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","0",0,49.125
2000,3220,9100,61,518273,36,12,8,13,9,"63","73","279",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,115.375
500,2501,6200,47,844248,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","420",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,126.875
3000,2961,8700,151,834327,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","282","214",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,221.625
500,1729,5300,28,30366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","115","184",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,85.375
2000,2366,7300,47,5650,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","171","270",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,357.125
500,3192,5900,18,283838,10,0,5,2,0,"16","578","1081",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,87.375
500,2471,6100,56,193707,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","139","135",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,96.875
500,3227,5600,43,440417.6367713,13,6,3,2,2,"9","408","715",11.0857142857143,"0","0","0","0","0","0","0","0","1","2","0","1",0,122.375
500,2870,5900,44,181085,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","408","715",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","0",0,130.625
500,2331,8200,71,739705,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","180","285",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,322.125
500,1421,7400,91,65599,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","3","3",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,142.625
2000,2022,7300,33,304225,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","204",11.0857142857143,"0","2","2","0","0","0","0","0","0","0","0","0",0,13.125
500,2338,6800,76,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","222","362",16,"0","0","0","0","0","0","0","0","0","0","0","0",0,329.125
2000,3108,7000,120,316575,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","400","80",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,3.375
2000,3346,8500,86,10057,25,12,6,17,9,"17","32","38",11.0857142857143,"0","2","0","0","0","0","0","0","0","0","0","0",0,241.375
2000,2359,5600,16,32760,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"77","231","377",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,350.125
2000,3241,8700,92,1516735,54,20,22,29,10,"16","28","40",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","0",0,136.375
500,2457,4200,6,128209,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","6","382",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,82.875
500,2436,8200,82,62984,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","57","89",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,61.875
2000,3304,9300,80,440417.6367713,19,11,4,6,4,"16","165","259",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,199.375
500,3178,6987.22826086957,1,86725,5,3,0,3,2,"5","6","1229",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,73.375
2000,1620,7900,81,1106,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","108","175",16,"2","0","0","0","0","0","1","0","0","0","0","0",0,341.625
2000,3073,6200,99,303842,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","345","583",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,333.625
2000,2002,5600,21,384334,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","176","277",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,358.375
3000,1421,8100,145,1003761,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","57","86",16,"0","0","0","0","0","0","1","0","1","2","0","1",0,142.625
500,2457,7400,49,589158,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"60","38","408",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","0",0,82.875
500,2429,8000,98,27136,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","16","429",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,54.875
3000,2058,8500,39,2006285,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","118","188",11.0857142857143,"0","0","0","0","0","2","0","0","1","0","0","0",0,49.125
500,3199,5200,3,72774,2,1,0,2,1,"105","392","675",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,94.375
2000,3192,7900,91,669770,31,23,8,21,18,"13","362","30",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,87.375
2000,3213,5900,66,1361,20,2,9,2,1,"9","16","302",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,108.375
500,3199,7400,39,428610,7,0,1,4,0,"141","430","764",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,94.375
500,2947,7600,119,478691,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","378","641",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,207.625
2000,2478,8200,108,975913,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","109","176",12,"0","0","0","0","0","0","1","0","1","2","0","0",0,103.875
2000,2379,8100,59,438753,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","56","331",16,"0","0","0","0","0","0","1","0","1","0","0","0",0,4.875
500,2233,7800,106,442044,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","135","320",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,224.125
500,2415,6500,13,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","391",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,40.875
500,2128,7000,92,517764,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","193","303",16,"0","0","0","0","0","0","1","0","0","0","0","0",0,119.125
8000,3229,8200,79,5417231,134,11,79,28,5,"63","73","1116",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,124.375
