"Outcome_M3","Date_1","Quan_1","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_3","Cat_4","Quan_16","Quan_18","Cat_110","Cat_204","Cat_216","Cat_349","Quant_24","Cat_467","Cat_469","Cat_470","Cat_494","Cat_498","Quan_27","Day_Of_Year_1"
500,2492,1864300,3100,5,47068,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"127","425",8,8,"0","0","0","0",7,"0","0","0","0","0",0,117.875
2000,2485,918600,8000,47,139621,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"144","228",9.45927601809955,11.0857142857143,"2","0","0","0",12,"0","0","0","0","0",0,110.875
2000,2022,950000,7300,40,304225,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","204",32,11.0857142857143,"0","0","2","0",24,"0","0","0","0","0",0,13.125
8000,2982,1950700,8900,53,676207,32,4,10,10,3,"77","127",2,11.0857142857143,"0","0","2","0",30,"0","0","0","0","0",0,242.625
11000,2128,1139100,7700,49,253625,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","265",2,11.0857142857143,"0","0","0","0",53.1466275659824,"0","2","0","0","0",0,119.125
2000,1547,194600,6000,65,48178,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48","66",9.45927601809955,11.0857142857143,"4","0","0","0",52,"0","0","0","0","0",0,268.625
3000,3080,3311300,7900,76,145077,64,4,48,44,3,"30","44",24,11.0857142857143,"0","0","2","0",53.1466275659824,"0","0","0","0","0",0,340.625
2000,2526,2231400,3600,33,76996,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"273","441",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,151.875
8000,2793,1332300,9100,131,582649,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"336","565",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","1","1","0",0,53.625
500,3227,3792300,3600,8,334360,1,0,0,0,0,"129","1131",9.45927601809955,11.0857142857143,"2","2","0","0",2,"0","0","0","0","0",0,122.375
2000,3367,2671700,7600,52,257699,38,12,4,28,10,"38","79",9.45927601809955,11.0857142857143,"2","0","0","0",124,"0","0","0","0","0",0,262.375
500,3129,3382800,8500,47,440417.6367713,2,1,0,1,1,"259","671",6,11.0857142857143,"0","0","0","0",16,"1","0","0","0","0",0,24.375
2000,1421,52200,6200,68,148496,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","48",4,11.0857142857143,"0","0","2","0",72,"0","0","0","0","0",0,142.625
5000,2485,1864300,6800,98,214006,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","18",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,110.875
500,1701,379300,7000,89,39995,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"97","182",2,11.0857142857143,"0","0","0","0",12,"0","0","0","0","0",0,57.375
500,3318,4238700,6987.22826086957,62.2247644683715,440417.6367713,4,2,1,3,2,"73","279",9.45927601809955,11.0857142857143,"2","0","0","0",20,"0","0","0","0","0",0,213.375
2000,2093,1080000,3500,4,11675,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"194","10",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,84.125
2000,2961,1900100,7400,112,941734,22,7,9,11,4,"33","643",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","0","0",1,221.625
500,2744,1298400,7800,28,245463,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"362","213",2,11.0857142857143,"0","0","2","0",34,"0","0","0","0","0",0,4.625
11000,1694,379300,8000,86,1951543,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","39",2,11.0857142857143,"0","0","2","0",32,"1","0","0","0","0",0,50.375
2000,2926,3054600,8900,136,395580,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"290","478",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","0","0",0,186.625
10000,2877,1578000,8900,118,1394197,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","206",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","1","1",1,137.625
2000,2709,1278800,8500,94,755977,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"109","582",16,16,"0","0","0","0",53.1466275659824,"1","0","0","0","0",0,334.875
3000,2380,1717000,8400,81,212135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"269","433",4,4,"0","0","0","0",16,"0","0","0","0","0",0,5.875
2000,3339,2613200,8300,94,172979,95,20,61,58,16,"564","1054",4,11.0857142857143,"3","0","0","0",53.1466275659824,"1","0","0","0","0",0,234.375
500,2702,1252200,6400,5,150368,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","660",9.45927601809955,11.0857142857143,"2","2","0","0",4,"0","0","0","0","0",0,327.875
500,3220,2215700,6200,5,407303,21,3,11,8,2,"395","19",4,11.0857142857143,"0","0","0","0",28,"0","0","0","0","0",0,115.375
2000,2464,887900,7100,62,136366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"251","404",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,89.875
500,2352,1684000,5600,64,166518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"230","375",8,2,"0","0","0","0",40,"0","0","0","0","0",0,343.125
500,3192,2175300,5900,17,283838,7,0,4,2,0,"578","1081",10,11.0857142857143,"2","0","0","0",198,"0","0","0","0","0",0,87.375
16000,2835,2657500,8000,61,13671,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","49",10,11.0857142857143,"0","0","2","0",34,"0","2","0","0","0",0,95.625
2000,2926,3054600,8300,135,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"334","562",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","2","0","0","0",0,186.625
15000,3206,2215700,7400,92,872255,73,33,22,37,23,"34","260",24,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","0","0",0,101.375
2000,2143,396300,4900,21,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","287",12,12,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,134.125
3000,2113,320800,7300,55,477063,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10","19",8,11.0857142857143,"0","0","0","0",30,"0","0","0","0","0",0,104.125
2000,1939,865700,6700,18,471617,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"116","186",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,295.375
74000,3199,3570700,8800,74,696622,313,26,273,288,19,"4","6",10,10,"0","0","2","0",30,"0","0","0","0","0",0,94.375
2000,3229,3792300,6400,39,5633,40,1,29,6,0,"50","1126",4,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,124.375
500,3227,2301100,6100,45,9772,1,1,0,1,1,"143","895",9.45927601809955,11.0857142857143,"3","0","0","0",8,"0","0","0","0","0",0,122.375
3000,2695,2454000,7100,106,37215,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"278","460",8,8,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,320.875
3000,2829,2617100,6500,4,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"409","718",9.45927601809955,11.0857142857143,"0","0","2","0",53.1466275659824,"0","0","0","0","0",0,89.625
3000,3003,1950700,8200,102,447992,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"40","56",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","0","0",0,263.625
8000,2702,1252200,8500,154,401293,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"323","536",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","1","0",0,327.875
3000,1890,192800,8300,106,793103,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"78","128",12,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","0","0",0,246.375
2000,1890,192800,8200,50,412632,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","50",4,11.0857142857143,"0","0","2","0",18,"0","0","0","0","0",0,246.375
500,2807,2617100,4500,43,56051,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"426","757",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,67.625
2000,3220,2215700,6987.22826086957,62.2247644683715,386836,10,3,4,0,0,"243","898",4,11.0857142857143,"0","0","0","0",8,"0","0","0","0","0",0,115.375
3000,3101,3311300,7900,81,940341,30,10,7,18,8,"38","763",9.45927601809955,11.0857142857143,"2","0","0","0",167,"1","0","0","1","0",0,361.625
2000,3226,3792300,6700,29,163947,11,3,5,3,0,"584","403",4,11.0857142857143,"0","0","0","0",6,"0","0","0","0","0",0,121.375
2000,3087,3311300,7600,69,824187,29,3,14,14,3,"27","981",9.45927601809955,11.0857142857143,"4","2","0","0",4,"0","0","0","0","0",0,347.625
500,2499,981000,5000,43,224371,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"216","412",8,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,124.875
2000,2001,922700,3800,48,84266,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"158","249",12,12,"0","0","0","0",3,"0","0","0","0","0",0,357.375
11000,2478,918600,8700,58,222511,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","48",20,11.0857142857143,"0","0","2","0",512,"0","2","0","0","0",0,103.875
2000,3353,4308600,5300,34,149219,16,2,4,2,0,"46","1262",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,248.375
6000,3243,3792300,2600,17,3936,42,2,34,5,0,"49","1145",2,11.0857142857143,"0","0","2","0",8,"0","0","0","0","0",0,138.375
3000,2485,918600,6900,67,214006,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"246","18",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,110.875
2000,2343,784400,7100,48,192962,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"233","379",2,11.0857142857143,"0","0","0","0",21,"1","0","0","1","0",0,334.125
500,2135,1263700,6300,36,62276,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48","216",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,126.125
5000,2512,1999100,6400,85,642451,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","40",8,11.0857142857143,"0","0","0","0",57,"0","2","0","0","0",0,137.875
3000,2121,1139100,7700,42,267629,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"41","57",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,112.125
3000,3094,3311300,7800,103,440417.6367713,22,7,5,15,5,"232","305",10,11.0857142857143,"4","0","0","0",19,"0","0","0","0","0",0,354.625
500,3066,3238500,6987.22826086957,2,44363,1,0,0,1,0,"534","992",9.45927601809955,11.0857142857143,"2","0","2","0",8,"0","0","0","0","0",0,326.625
500,2156,1263700,3800,12,91161,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","12",12,12,"0","2","0","0",53.1466275659824,"0","0","0","0","0",0,147.125
2000,2926,1842000,8200,123,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"334","562",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,186.625
3000,2001,922700,8200,116,272994,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"141","224",8,8,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,357.375
8000,2366,1684000,8200,105,624769,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"35","367",24,11.0857142857143,"0","0","0","0",53.1466275659824,"0","2","0","1","0",0,357.125
2000,2898,3000900,7300,94,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"268","586",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,158.625
2000,2233,1545800,5000,33,26436,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"214","349",10,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,224.125
500,2940,1842000,5900,89,317271,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"335","564",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,200.625
2000,2093,1080000,7200,12,119498,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"127","202",21,21,"0","0","0","0",33,"0","0","0","0","0",0,84.125
8000,3066,2004800,8400,87,916743,68,15,26,35,14,"51","563",2,11.0857142857143,"0","0","0","0",109,"1","0","0","0","0",0,326.625
500,2366,1684000,5800,77,149470,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"15","366",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","1","0",0,357.125
2000,1904,837500,6400,53,16442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"97","151",8,8,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,260.375
500,2912,1797300,5900,46,4221,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10","123",8,11.0857142857143,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,172.625
500,1960,890700,5500,53,396297,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"126","200",2,11.0857142857143,"0","2","0","0",3,"0","0","0","0","0",0,316.375
3000,2975,1900100,8700,182,4741,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"341","585",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","0","0",0,235.625
2000,1855,151300,4200,19,631652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"100","156",9.45927601809955,11.0857142857143,"3","0","0","0",53.1466275659824,"0","0","0","0","0",0,211.375
500,2347,784400,5500,36,564834,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"225","369",9.45927601809955,11.0857142857143,"0","0","0","0",9,"0","0","0","0","0",0,338.125
8000,2354,784400,9300,144,1650772,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"223","364",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","1","0",0,345.125
2000,2744,2525600,7500,46,245463,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"362","213",4,11.0857142857143,"0","0","2","0",34,"0","0","0","0","0",0,4.625
500,2240,613700,3500,8,91161,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","12",12,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,231.125
19000,3229,3792300,7500,65,1969756,80,8,42,24,5,"192","1117",9.45927601809955,11.0857142857143,"0","0","0","0",11,"1","0","0","1","0",2,124.375
500,2148,1263700,5500,11,153980,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"129","207",9.45927601809955,11.0857142857143,"2","2","0","0",7,"0","0","0","0","0",0,139.125
500,1974,890700,6200,16,164171,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","187",9.45927601809955,11.0857142857143,"0","0","0","0",10,"0","0","0","0","0",0,330.375
5000,2471,918600,6300,22,230598,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"77","150",2,11.0857142857143,"0","0","2","0",42,"0","0","0","0","0",0,96.875
2000,2733,2492900,6000,37,23149,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48","66",9.45927601809955,11.0857142857143,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,358.875
2000,2226,1545800,6900,96,549715,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"208","340",16,11.0857142857143,"3","0","0","0",53.1466275659824,"0","0","0","0","0",0,217.125
5000,1777,31600,8000,33,691706,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","6",10,11.0857142857143,"0","0","2","0",53.1466275659824,"0","0","0","0","0",0,133.375
500,1988,922700,5500,40,51652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"167","263",16,16,"4","0","0","0",4,"0","0","0","0","0",0,344.375
3000,2828,1411600,6987.22826086957,2,131448,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","10",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,88.625
2000,2143,1263700,5000,52,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","287",12,12,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,134.125
500,3192,3518300,6987.22826086957,62.2247644683715,194305,3,1,1,2,1,"6","17",9.45927601809955,11.0857142857143,"0","0","2","0",2,"0","0","0","0","0",0,87.375
500,3192,2175300,5800,69,57822,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"251","708",8,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,87.375
47000,3234,2301100,8600,107,4365238,155,57,31,68,39,"8","11",18,11.0857142857143,"3","0","0","0",53.1466275659824,"1","0","0","1","1",0,129.375
8000,2148,396300,8900,129,1201564,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"85","308",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","2","0","0","0",0,139.125
2000,2240,1545800,5900,59,95291,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48","66",9.45927601809955,11.0857142857143,"4","0","0","0",41,"0","0","0","0","0",0,231.125
500,3360,2671700,6500,38,2048,3,3,2,0,0,"468","1214",9.45927601809955,11.0857142857143,"0","0","0","0",7,"0","0","0","1","0",0,255.375
3000,2835,2657500,4400,51,367328,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"198","714",9.45927601809955,11.0857142857143,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,95.625
15000,3241,2301100,8900,102,1529105,121,43,37,61,27,"114","206",8,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","1","0",0,136.375
500,2513,1999100,6000,19,97941,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","453",9.45927601809955,11.0857142857143,"0","2","0","0",53.1466275659824,"0","0","0","0","0",0,138.875
10000,3115,2088600,8400,38,359080,48,9,19,32,8,"30","51",2,11.0857142857143,"0","0","2","0",53.1466275659824,"0","0","0","0","0",0,10.375
11000,2100,320800,7400,40,788296,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","49",8,11.0857142857143,"0","0","2","0",30,"0","2","0","0","0",0,91.125
42000,2485,1864300,8800,149,483316,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"207","337",9.45927601809955,11.0857142857143,"2","0","0","0",53.1466275659824,"1","2","0","1","0",0,110.875
23000,3220,3570700,7600,55,440417.6367713,33,7,13,11,3,"578","1072",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,115.375
3000,1775,31600,7600,62,720532,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10","19",9.45927601809955,11.0857142857143,"0","0","0","0",34,"0","0","0","0","0",0,131.375
500,3038,3207100,6100,92,20071,5,3,0,3,1,"389","661",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,298.625
500,2541,1098100,6000,56,193041,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"257","411",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,166.875
500,2142,1263700,4400,11,89480,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"166","262",9.45927601809955,11.0857142857143,"0","0","0","0",20,"0","0","0","0","0",0,133.125
2000,2198,1504600,5400,67,43805,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"209","342",4,11.0857142857143,"2","0","0","0",6,"0","0","0","0","0",0,189.125
500,2366,1684000,5200,45,462746,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","370",9.45927601809955,11.0857142857143,"3","2","0","0",53.1466275659824,"0","0","0","0","0",0,357.125
2000,2828,1411600,8200,80,280808,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"106","267",2,11.0857142857143,"3","0","0","0",53.1466275659824,"1","0","0","1","0",0,88.625
3000,3003,3177200,8200,112,447992,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"40","56",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","0","0",0,263.625
3000,2515,1999100,6600,72,245264,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"105","454",9.45927601809955,11.0857142857143,"0","0","0","0",161,"0","0","0","0","0",0,140.875
2000,2275,1588000,6900,91,94125,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"218","356",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,266.125
2000,2513,981000,7500,69,557725,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"41","57",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","1","0",0,138.875
15000,2142,396300,8000,87,1168518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","206",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","1","1",0,133.125
47000,3220,3570700,7900,118,457014,62,22,21,27,14,"207","337",2,11.0857142857143,"2","0","0","0",2,"1","0","0","1","0",0,115.375
500,2345,1684000,7200,95,664806,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"232","378",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","1","0",0,336.125
8000,2863,1578000,8600,77,1348716,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"165","566",9.45927601809955,11.0857142857143,"0","0","0","0",6,"1","0","0","1","1",1,123.625
500,1883,805400,5500,88,2477,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"122","195",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,239.375
3000,2002,922700,7600,76,101055,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"171","270",2,2,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,358.375
19000,3249,2301100,8300,111,931417,107,20,48,41,7,"89","139",16,11.0857142857143,"0","0","0","0",1039,"1","2","0","1","1",0,144.375
2000,2597,2344300,7700,104,466603,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"98","193",16,16,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,222.875
13000,1528,194600,9000,133,823479,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"117","188",16,16,"3","0","0","0",53.1466275659824,"1","2","0","0","0",0,249.625
2000,2177,525000,6600,46,670326,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"107","264",8,11.0857142857143,"0","0","0","0",8,"0","0","0","0","0",0,168.125
11000,1511,163700,8500,115,467424,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"29","38",2,11.0857142857143,"0","0","0","0",27,"0","0","0","0","0",0,232.625
76000,2492,1864300,9200,137,1329383,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1","385",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","1","1","0",10,117.875
5000,2058,994700,9500,149,1005204,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"133","214",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","0","0",0,49.125
10000,3220,2215700,9100,61,518273,36,12,8,13,9,"73","279",14,11.0857142857143,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,115.375
3000,2501,981000,6200,47,844248,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","420",16,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","0","0",0,126.875
2000,2961,3122700,8700,151,834327,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"282","214",10,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","1","1",0,221.625
500,1729,421100,5300,28,30366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"115","184",2,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,85.375
2000,2366,784400,7300,47,5650,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"171","270",2,11.0857142857143,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,357.125
500,3192,3518300,5900,18,283838,10,0,5,2,0,"578","1081",10,11.0857142857143,"2","0","0","0",198,"0","0","0","0","0",0,87.375
500,2471,1864300,6100,56,193707,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"139","135",9.45927601809955,11.0857142857143,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,96.875
2000,3227,3792300,5600,43,440417.6367713,13,6,3,2,2,"408","715",8,11.0857142857143,"0","0","0","0",90,"1","2","0","1","0",0,122.375
2000,2870,1578000,5900,44,181085,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"408","715",8,11.0857142857143,"0","0","0","0",41,"1","0","0","0","0",0,130.625
2000,2331,719000,8200,71,739705,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"180","285",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,322.125
2000,1421,52200,7400,91,65599,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","3",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,142.625
500,2022,260800,7300,33,304225,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","204",14,11.0857142857143,"0","0","2","0",24,"0","0","0","0","0",0,13.125
500,2338,1648500,6800,76,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"222","362",16,16,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,329.125
2000,3108,3382800,7000,120,316575,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"400","80",16,11.0857142857143,"2","0","0","0",4,"0","0","0","0","0",0,3.375
2000,3346,4308600,8500,86,10057,25,12,6,17,9,"32","38",2,11.0857142857143,"0","0","0","0",61,"0","0","0","0","0",0,241.375
500,2359,1684000,5600,16,32760,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"231","377",8,11.0857142857143,"0","0","0","0",6,"0","0","0","0","0",0,350.125
