"","Outcome_M1","Outcome_M2","Outcome_M3","Outcome_M4","Outcome_M5","Outcome_M6","Outcome_M7","Outcome_M8","Outcome_M9","Outcome_M10","Outcome_M11","Outcome_M12","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Cat_467","Cat_469","Cat_470","Cat_494","Cat_501","Quan_27","Cat_513","Quan_10","Quan_11","Quan_13","Quan_14","Quan_16","Cat_110","Cat_349","Cat_403","Cat_498","Quan_7","Cat_220","Cat_4","Quan_18","Cat_359","Cat_388","Quant_24","Quant_25","Date_1","Cat_2","Cat_3","Cat_15","Cat_139","Cat_245","Cat_392","Cat_484","Cat_162","Cat_210","Cat_216","Cat_400","Cat_466","Day_Of_Year_1","Cat_6","Quan_17","Cat_404","Quan_28"
"92",3000,2000,2000,2000,500,500,500,500,500,500,500,500,8300,64,14306,8,4,8,8,"0","0","0","0","0",0,"0",2,2,2,2,12,"0","0","0","0",3,"0","1010",12,"0","0",24,0,3186,"56","142","3","0","0","0","0","2","0","0","0","0",81.375,"13",0,"0",0
"93",2000,500,500,500,500,500,500,500,500,500,500,500,5500,10,384334,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","277",0,"0","0",0,4,2121,"53","176","3","0","0","0","0","0","0","0","0","0",112.125,"20",4,"0",0
"94",13000,37000,6000,5000,3000,2000,2000,2000,2000,2000,500,2000,4200,37,0,58,1,58,58,"0","2","0","0","0",0,"0",6,0,6,6,0,"0","0","0","0",42,"0","1179",0,"0","0",0,0,3229,"28","627","2","0","0","0","0","0","0","2","0","0",124.375,"30",4,"0",0
"95",34000,6000,10000,23000,6000,5000,3000,3000,2000,2000,500,500,8800,68,16504,23,9,23,23,"0","0","0","0","0",0,"0",6,3,6,6,12,"0","0","0","0",14,"0","52",0,"0","0",0,0,3171,"17","32","4","0","0","0","0","2","2","2","1","0",66.375,"6",4,"0",0
"96",2000,3000,500,3000,3000,2000,2000,500,500,2000,2000,500,7500,57,777132,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","295",8,"0","0",0,18,2065,"53","187","2","0","0","0","0","0","0","0","1","0",56.125,"17",4,"0",0
"97",13000,5000,2000,2000,500,500,2000,500,500,500,500,500,7700,88,0,23,7,23,23,"0","0","0","0","0",0,"0",13,5,13,13,10,"4","0","0","0",5,"0","305",0,"0","0",19,19,3094,"5","232","2","0","0","0","0","0","0","0","1","0",354.625,"14",0,"0",0
"98",2000,500,500,500,500,500,500,500,500,500,500,500,7900,37,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,14,"0","0","0","0",0,"0","198",0,"0","0",52,52,2361,"17","32","3","0","0","0","0","2","0","2","0","0",352.125,"26",7,"0",0
"99",3000,3000,2000,5000,2000,500,500,2000,500,500,500,500,8300,53,503093,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","398",0,"0","0",16,16,2450,"12","168","3","0","0","0","0","0","0","0","0","0",75.875,"13",0,"0",0
"100",26000,18000,5000,2000,2000,3000,2000,2000,2000,5000,500,500,8400,95,336930,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","432",0,"0","0",33,33,2401,"6","67","2","0","0","0","0","0","0","0","1","0",26.875,"18",2,"0",0
"101",29000,32000,8000,5000,3000,2000,2000,2000,2000,2000,2000,2000,7600,84,820707,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,8,"0","0","1","0",0,"0","40",0,"0","0",0,0,1764,"6","31","4","0","0","0","0","0","0","0","1","0",120.375,"13",2,"2",0
"102",2000,500,2000,2000,500,500,500,500,500,500,500,500,4300,18,0,5,1,5,5,"0","0","0","0","0",0,"0",2,0,2,2,4,"0","0","0","0",2,"0","1146",0,"0","0",11,11,3178,"28","327","3","0","0","0","0","0","0","2","0","0",73.375,"85",4,"0",0
"103",2000,2000,2000,500,500,500,500,500,500,500,500,500,7800,84,1879,9,4,9,9,"1","0","0","1","0",0,"0",6,3,6,6,12,"0","0","0","0",3,"0","587",0,"0","0",0,8,3101,"5","11","1","0","0","0","0","0","0","0","0","0",361.625,"2",0,"0",0
"104",19000,56000,24000,15000,11000,6000,6000,8000,6000,5000,3000,3000,8800,110,527439,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,16,"2","0","1","0",0,"0","189",16,"0","2",17,17,1784,"28","114","1","0","0","0","0","0","0","0","1","0",140.375,"42",4,"0",0
"105",5000,23000,3000,3000,2000,2000,2000,2000,2000,500,2000,2000,5700,8,227165,9,1,9,9,"0","0","0","0","0",0,"0",2,0,2,2,0,"0","0","0","0",6,"0","382",0,"0","0",0,0,3220,"5","9","2","0","0","0","0","2","0","0","0","0",115.375,"55",4,"0",0
"106",2000,2000,500,500,500,500,2000,500,500,500,500,500,6300,53,241413,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","244",0,"0","0",3,0,2737,"16","243","4","0","0","0","0","0","0","0","0","0",362.875,"11",2,"0",0
"107",16000,16000,3000,3000,5000,2000,3000,3000,2000,2000,500,2000,7500,98,850888,0,0,0,0,"1","2","0","1","0",3,"0",0,0,0,0,0,"0","0","1","1",0,"0","571",0,"2","0",0,0,3157,"2","339","17","0","0","0","0","0","0","0","1","0",52.375,"11",0,"0",0
"108",18000,8000,15000,5000,5000,3000,2000,2000,2000,2000,2000,2000,8400,113,538046,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","183",16,"0","0",9,0,2485,"28","114","1","0","0","0","0","0","0","0","1","0",110.875,"2",0,"0",0
"109",6000,5000,3000,500,500,500,500,500,500,500,500,2000,6800,46,75598,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","201",0,"0","0",324,324,1842,"17","32","3","0","0","0","0","2","2","2","1","0",198.375,"4",4,"0",0
"110",2000,3000,500,500,500,2000,500,500,2000,500,500,500,3800,39,450556,11,1,11,11,"0","0","0","0","0",0,"0",11,1,11,11,0,"0","0","0","0",2,"0","244",0,"0","0",0,0,3241,"16","243","2","0","0","0","0","0","0","0","0","0",136.375,"2",0,"0",0
"111",8000,8000,3000,3000,2000,2000,2000,2000,500,500,500,500,7400,109,250974,0,0,0,0,"0","0","0","1","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","16",8,"0","0",0,16,1421,"5","13","1","0","0","0","0","0","0","0","1","0",142.625,"2",0,"0",1
"112",3000,3000,2000,2000,2000,2000,500,500,500,500,2000,500,7500,82,0,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","126",0,"0","0",22,22,1883,"42","76","3","0","0","0","0","2","0","0","0","0",239.375,"13",0,"0",0
"113",35000,11000,2000,2000,2000,2000,2000,2000,500,2000,2000,2000,7200,127,941734,25,7,25,25,"1","0","0","0","0",1,"0",10,4,10,10,0,"0","0","1","0",11,"0","643",0,"0","0",0,0,2961,"16","33","1","0","0","0","0","0","0","0","1","0",221.625,"10",0,"0",0
"114",10000,3000,3000,2000,2000,2000,2000,5000,2000,2000,2000,2000,7900,75,208574,27,6,27,27,"0","0","0","0","0",0,"0",12,6,12,12,6,"2","0","0","0",14,"0","286",0,"0","0",0,0,3052,"16","31","2","0","0","0","0","0","0","0","1","0",312.625,"11",0,"0",0
"115",3000,500,500,500,500,500,500,500,500,2000,500,500,7700,70,155555,2,0,2,2,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",2,"0","701",0,"0","0",20,20,2975,"45","403","11","0","0","0","0","0","2","0","1","0",235.625,"17",4,"0",0
"116",3000,8000,500,2000,2000,500,500,2000,500,500,2000,500,7200,80,242444,6,0,6,6,"0","0","0","0","0",0,"0",2,0,2,2,0,"2","0","0","0",2,"0","664",0,"0","0",0,0,2863,"60","38","4","0","0","0","0","0","0","0","1","0",123.625,"50",4,"0",0
"117",105000,24000,10000,18000,32000,8000,6000,2000,2000,500,500,500,8500,58,1238684,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"2","39",0,"0","2",32,32,2415,"17","30","3","0","0","0","0","2","2","2","0","2",40.875,"22",4,"0",1
"118",15000,10000,18000,2000,2000,2000,2000,2000,2000,2000,500,2000,8600,129,780782,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","278",0,"0","0",0,0,2856,"42","79","4","0","0","0","0","0","0","0","1","0",116.625,"20",0,"0",0
"119",6000,3000,2000,2000,2000,2000,500,2000,2000,2000,2000,3000,5500,68,761,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"2","0","0","0",0,"0","443",0,"0","0",22,22,2569,"16","268","2","0","0","0","0","0","0","0","1","0",194.875,"10",4,"0",0
"120",2000,500,500,500,500,500,500,500,500,500,500,500,6300,10,221857,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","174",0,"0","0",18,18,2127,"53","107","3","0","0","0","0","0","0","0","0","0",118.125,"17",2,"0",0
"121",2000,2000,500,500,500,500,2000,2000,2000,500,500,500,7700,27,466940,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","213",0,"0","0",32,32,2001,"3","4","3","0","0","0","0","2","0","2","0","0",357.375,"5",4,"0",0
"122",302000,181000,42000,40000,27000,13000,11000,15000,13000,10000,10000,6000,9300,114,3220430,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,18,"3","0","0","1",0,"0","11",18,"0","0",0,0,2870,"5","7","1","0","0","0","0","0","0","0","1","0",130.625,"2",4,"0",0
"123",39000,6000,3000,2000,3000,10000,2000,2000,2000,500,500,500,8000,30,539483,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","51",0,"0","0",120,120,2387,"17","30","3","0","0","0","0","2","2","2","0","0",12.875,"22",4,"0",0
"124",8000,3000,2000,2000,2000,2000,2000,500,2000,3000,2000,2000,7200,101,324749,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,10,"0","0","0","0",0,"0","355",10,"0","0",0,2,2275,"15","217","1","0","0","0","0","0","0","0","1","0",266.125,"2",0,"0",0
"125",15000,3000,2000,500,2000,500,500,500,500,500,2000,2000,6700,62,570116,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"3","0","0","0",0,"0","340",0,"0","0",0,0,2226,"72","208","1","0","0","0","0","0","0","0","1","0",217.125,"2",0,"0",0
"126",29000,19000,5000,2000,2000,2000,2000,2000,2000,500,2000,2000,8800,125,348241,85,25,85,85,"1","2","0","1","0",0,"0",39,20,39,39,8,"0","0","0","0",42,"0","384",0,"0","0",0,5,3311,"16","33","1","0","0","0","0","0","0","0","1","0",206.375,"2",0,"0",2
"127",3000,2000,2000,5000,2000,2000,2000,2000,500,500,500,500,8600,34,15804,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,6,"0","0","0","0",0,"2","52",0,"0","0",0,0,2080,"17","32","4","0","0","0","0","2","2","2","0","0",71.125,"6",4,"0",0
"128",2000,500,500,2000,2000,500,500,500,500,500,500,500,6300,12,97941,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","453",0,"0","0",0,0,2513,"12","27","4","0","0","0","0","0","0","0","0","0",138.875,"11",0,"0",0
"129",15000,3000,2000,2000,3000,2000,2000,500,500,500,500,2000,6100,98,641442,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","632",0,"0","2",24,0,2891,"6","114","12","0","0","0","0","0","0","0","1","0",151.625,"11",0,"0",0
"130",2000,8000,5000,3000,2000,2000,2000,2000,2000,2000,500,500,8000,43,1164838,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","44",0,"0","2",53,53,1778,"17","33","3","0","0","0","0","2","2","2","0","0",134.375,"24",4,"0",0
"131",10000,15000,3000,3000,2000,2000,500,500,500,500,2000,2000,7200,55,495179,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","281",0,"0","0",0,0,2135,"7","178","2","0","0","0","0","0","0","0","0","0",126.125,"51",4,"0",0
"132",5000,8000,2000,2000,2000,2000,500,500,500,500,500,500,7900,44,11049,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","265",0,"0","0",30,30,2513,"28","114","2","0","0","0","0","0","0","0","1","0",138.875,"11",4,"0",0
"133",2000,3000,500,500,500,2000,500,500,500,500,500,500,5700,12,407303,19,3,19,19,"0","0","0","0","0",0,"0",8,2,8,8,4,"0","0","0","0",9,"0","19",0,"0","2",27,27,3220,"5","395","3","0","0","0","0","0","0","0","0","0",115.375,"3",8,"0",0
"134",2000,500,500,500,500,500,500,500,500,500,500,500,6400,10,190084,2,1,2,2,"0","0","0","0","0",0,"0",2,1,2,2,0,"0","0","0","0",0,"0","680",0,"0","0",20,20,3220,"5","394","4","0","0","0","0","0","0","0","0","0",115.375,"18",2,"0",0
"135",18000,8000,6000,3000,3000,2000,2000,2000,3000,2000,2000,2000,7600,87,371070,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,24,"0","0","0","0",0,"0","46",0,"0","0",0,0,1561,"16","35","2","0","0","0","0","0","0","0","1","0",282.625,"2",0,"0",0
"136",5000,3000,2000,5000,2000,2000,2000,500,500,500,500,500,6900,22,416229,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","202",16,"0","0",0,0,1722,"4","127","2","0","0","0","0","0","0","0","0","0",78.375,"19",0,"0",0
"137",8000,2000,500,2000,500,500,2000,500,500,500,500,500,6900,68,664806,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","378",0,"0","2",0,0,2345,"47","232","2","0","0","0","0","0","0","0","0","0",336.125,"11",0,"0",0
"138",8000,3000,2000,8000,3000,3000,2000,2000,2000,2000,500,500,7900,67,90029,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"2","52",0,"0","0",35,35,1715,"17","32","4","0","0","0","0","2","2","2","1","0",71.375,"6",4,"0",0
"139",2000,500,500,2000,500,2000,500,500,500,500,500,500,7000,45,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"2","7",0,"0","0",30,30,2442,"3","4","4","0","0","0","0","2","2","2","1","0",67.875,"6",4,"0",0
"140",2000,2000,2000,2000,500,500,500,500,500,500,500,500,6700,56,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","901",0,"0","0",0,0,2975,"85","488","1","0","0","0","0","0","0","0","0","0",235.625,"11",0,"0",0
"141",2000,2000,500,500,500,500,500,500,500,500,500,500,5600,6,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","890",0,"0","0",0,0,2863,"5","9","2","0","0","0","0","0","0","0","0","0",123.625,"2",0,"0",0
"142",2000,6000,2000,2000,500,500,500,500,500,500,500,500,4300,11,88573,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,14,"0","0","0","0",0,"0","551",14,"0","0",0,0,2513,"5","6","4","0","0","0","0","2","0","0","0","0",138.875,"2",0,"0",0
"143",34000,19000,23000,3000,3000,2000,3000,2000,3000,2000,2000,2000,6100,81,779035,51,26,51,51,"1","0","0","1","0",0,"0",25,18,25,25,0,"0","0","1","1",11,"0","399",0,"0","0",22,0,3220,"29","247","2","0","0","0","0","0","0","0","1","0",115.375,"10",0,"0",0
"144",5000,2000,2000,2000,500,500,500,500,500,500,500,500,7200,33,49009,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","199",0,"0","0",250,250,2261,"27","50","3","0","0","0","0","2","0","2","0","0",252.125,"26",7,"0",0
"145",2000,500,500,500,500,500,500,500,500,500,500,500,3100,5,47068,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","425",8,"0","0",7,7,2492,"5","127","4","0","0","0","0","2","0","0","0","0",117.875,"13",2,"0",0
"146",2000,2000,2000,2000,500,500,500,500,500,500,500,500,8000,47,139621,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","228",0,"0","0",12,0,2485,"9","144","2","0","0","0","0","0","0","0","0","0",110.875,"41",3,"0",0
"147",11000,2000,2000,2000,3000,6000,2000,2000,500,500,500,500,7300,40,304225,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,32,"0","0","0","0",0,"0","204",0,"0","0",24,24,2022,"3","4","4","0","2","0","0","0","2","2","1","0",13.125,"22",4,"0",0
"148",56000,16000,8000,6000,6000,5000,2000,2000,2000,3000,500,500,8900,53,676207,32,4,32,32,"0","0","0","0","0",0,"0",10,3,10,10,2,"0","0","0","0",10,"0","127",0,"0","0",30,30,2982,"42","77","3","0","0","0","0","2","0","2","1","0",242.625,"5",2,"0",0
"149",6000,8000,11000,3000,2000,2000,2000,500,2000,500,500,500,7700,49,253625,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","265",0,"0","0",0,11,2128,"28","114","2","0","0","0","0","0","0","0","1","0",119.125,"11",2,"0",0
"150",2000,5000,2000,2000,2000,2000,500,500,500,500,500,500,6000,65,48178,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"4","0","0","0",0,"0","66",0,"0","0",52,52,1547,"26","48","2","0","0","0","0","0","0","0","1","0",268.625,"10",2,"0",0
"151",10000,3000,3000,2000,500,2000,3000,2000,2000,2000,500,500,7900,76,145077,64,4,64,64,"0","0","0","0","0",0,"0",44,3,44,44,24,"0","0","0","0",48,"2","44",0,"0","2",0,0,3080,"17","30","3","0","0","0","0","2","2","2","1","0",340.625,"24",4,"0",0
"152",6000,2000,2000,2000,500,500,500,500,500,500,500,500,3600,33,76996,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","441",0,"0","0",0,0,2526,"53","273","2","0","0","0","0","0","0","0","0","0",151.875,"11",2,"0",0
"153",48000,35000,8000,8000,15000,3000,6000,11000,3000,3000,5000,8000,9100,131,582649,0,0,0,0,"1","0","1","1","2",0,"2",0,0,0,0,0,"0","0","0","0",0,"0","565",0,"0","0",0,0,2793,"19","336","2","0","0","2","2","0","0","0","1","0",53.625,"10",0,"0",0
"154",2000,2000,500,500,500,500,500,500,500,500,500,500,3600,8,334360,1,0,1,1,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","1131",0,"0","0",2,2,3227,"53","129","4","0","0","0","0","0","0","0","0","0",122.375,"20",2,"0",0
"155",10000,6000,2000,2000,2000,2000,2000,2000,2000,5000,2000,2000,7600,52,257699,38,12,38,38,"0","0","0","0","0",0,"0",28,10,28,28,0,"2","0","0","0",4,"0","79",0,"0","0",124,124,3367,"29","38","4","0","0","0","0","0","0","0","0","0",262.375,"11",2,"0",0
"156",3000,2000,500,500,500,500,500,500,500,500,500,500,8500,47,0,2,1,2,2,"1","0","0","0","0",0,"0",1,1,1,1,6,"0","0","0","0",0,"0","671",0,"0","0",16,16,3129,"82","259","2","0","0","0","0","0","0","0","1","0",24.375,"18",2,"0",0
"157",3000,3000,2000,2000,2000,2000,2000,3000,2000,500,500,500,6200,68,148496,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","48",0,"0","0",72,72,1421,"17","32","3","0","0","0","0","2","2","2","0","0",142.625,"26",4,"0",0
"158",5000,3000,5000,2000,2000,500,2000,500,500,500,500,500,6800,98,214006,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","18",0,"0","0",0,0,2485,"5","8","2","0","0","0","0","0","0","0","0","0",110.875,"11",0,"0",0
"159",13000,2000,500,2000,2000,2000,500,500,500,500,500,500,7000,89,39995,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","182",0,"0","0",12,12,1701,"28","97","2","0","0","0","0","0","0","0","0","0",57.375,"41",0,"0",0
"160",2000,500,500,500,500,500,500,500,500,500,500,500,0,0,0,4,2,4,4,"0","0","0","0","0",0,"0",3,2,3,3,0,"2","0","0","0",1,"0","279",0,"0","0",20,0,3318,"16","73","4","0","0","0","0","0","0","0","0","0",213.375,"37",4,"0",0
"161",2000,2000,2000,500,500,500,500,500,500,500,500,500,3500,4,11675,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","10",0,"0","0",0,0,2093,"4","194","2","0","0","0","0","2","0","0","0","0",84.125,"8",0,"0",0
"162",39000,10000,2000,2000,2000,3000,2000,2000,2000,2000,3000,2000,7400,112,941734,22,7,22,22,"1","2","0","0","0",1,"0",11,4,11,11,0,"0","0","1","0",9,"0","643",0,"0","0",0,0,2961,"16","33","1","0","0","0","0","0","0","0","1","0",221.625,"10",0,"0",0
"163",3000,2000,500,500,2000,2000,500,500,500,500,500,500,7800,28,245463,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","213",0,"0","0",34,34,2744,"3","362","4","0","0","0","0","2","2","2","0","0",4.625,"5",4,"0",0
"164",92000,39000,11000,13000,48000,15000,6000,3000,2000,2000,2000,500,8000,86,1951543,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"2","39",0,"0","2",32,32,1694,"17","30","3","0","0","0","0","2","2","2","1","0",50.375,"22",2,"0",0
"165",16000,3000,2000,2000,500,500,500,2000,500,500,2000,2000,8900,136,395580,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","478",0,"0","0",0,0,2926,"45","290","1","0","0","0","0","0","0","0","1","0",186.625,"10",0,"0",0
"166",73000,68000,10000,8000,11000,6000,3000,3000,8000,5000,2000,2000,8900,118,1394197,0,0,0,0,"1","2","0","1","0",1,"0",0,0,0,0,0,"0","0","1","1",0,"0","206",0,"0","0",0,0,2877,"28","114","7","0","0","0","0","0","0","0","1","0",137.625,"27",0,"0",0
"167",11000,2000,2000,2000,500,500,2000,500,2000,2000,500,500,8500,94,755977,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,16,"0","0","1","0",0,"0","582",16,"0","0",0,0,2709,"53","109","1","0","0","0","0","0","0","0","1","0",334.875,"11",4,"0",0
"168",24000,6000,3000,2000,2000,5000,2000,2000,2000,2000,2000,2000,8400,81,212135,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","433",4,"0","0",16,16,2380,"2","269","4","0","0","0","0","0","0","0","1","0",5.875,"39",0,"0",0
"169",8000,8000,2000,500,2000,500,500,500,500,500,2000,500,8300,94,172979,95,20,95,95,"1","0","0","0","0",0,"0",58,16,58,58,4,"3","0","0","0",61,"0","1054",0,"0","0",0,0,3339,"16","564","1","0","0","0","0","0","0","0","1","0",234.375,"2",0,"0",0
"170",2000,500,500,500,500,500,500,500,500,500,500,500,6400,5,150368,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","660",0,"0","0",4,4,2702,"53","176","4","0","0","0","0","0","0","0","0","0",327.875,"11",4,"0",0
"171",3000,500,500,500,500,500,500,500,500,500,500,500,6200,5,407303,21,3,21,21,"0","0","0","0","0",0,"0",8,2,8,8,4,"0","0","0","0",11,"0","19",0,"0","2",28,28,3220,"5","395","3","0","0","0","0","0","0","0","0","0",115.375,"3",8,"0",0
"172",5000,5000,2000,2000,500,2000,500,500,500,500,500,500,7100,62,136366,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","404",0,"0","0",0,0,2464,"27","251","1","0","0","0","0","0","0","0","0","0",89.875,"11",0,"0",0
"173",5000,500,500,500,500,500,2000,500,2000,500,500,500,5600,64,166518,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","375",2,"0","2",40,0,2352,"3","230","2","0","0","0","0","2","0","0","1","0",343.125,"21",2,"0",0
"174",2000,500,500,500,500,500,500,500,500,500,500,500,5900,17,283838,7,0,7,7,"0","0","0","0","0",0,"0",2,0,2,2,10,"2","0","0","0",4,"0","1081",0,"0","0",198,198,3192,"16","578","4","0","0","0","0","0","0","0","0","0",87.375,"14",2,"0",0
"175",10000,8000,16000,3000,5000,3000,2000,2000,2000,2000,500,500,8000,61,13671,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,10,"0","0","0","0",0,"0","49",0,"0","0",34,34,2835,"17","32","3","0","0","0","0","2","2","2","1","0",95.625,"4",4,"0",0
"176",27000,5000,2000,500,2000,2000,3000,2000,500,500,500,2000,8300,135,488430,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","562",0,"0","0",0,0,2926,"53","334","1","0","0","0","0","0","0","0","1","0",186.625,"10",0,"0",0
"177",79000,21000,15000,5000,5000,2000,2000,2000,2000,2000,3000,3000,7400,92,872255,73,33,73,73,"1","2","0","0","0",0,"0",37,23,37,37,24,"0","0","0","0",22,"0","260",0,"0","0",0,0,3206,"16","34","7","0","0","0","0","0","0","0","1","0",101.375,"2",0,"0",1
"178",2000,2000,2000,2000,500,500,500,500,500,500,500,500,4900,21,49935,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","287",12,"0","0",0,8,2143,"5","9","1","0","0","0","0","0","0","0","0","0",134.125,"2",0,"0",0
"179",2000,2000,3000,2000,2000,500,500,2000,500,500,500,500,7300,55,477063,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","19",0,"0","2",30,30,2113,"5","10","2","0","0","0","0","0","0","0","0","0",104.125,"11",2,"0",0
"180",2000,2000,2000,500,500,2000,500,500,500,500,500,500,6700,18,471617,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","186",0,"0","0",0,0,1939,"28","116","3","0","0","0","0","0","0","0","1","0",295.375,"30",4,"0",0
"181",87000,26000,74000,21000,35000,27000,15000,13000,16000,5000,3000,2000,8800,74,696622,313,26,313,313,"0","0","0","0","0",0,"0",288,19,288,288,10,"0","0","0","0",273,"0","6",10,"0","0",30,30,3199,"3","4","3","0","0","0","0","2","2","2","1","0",94.375,"4",4,"0",0
"182",2000,5000,2000,2000,500,500,500,500,500,500,500,500,6400,39,5633,40,1,40,40,"0","0","0","0","0",0,"0",6,0,6,6,4,"0","0","0","0",29,"0","1126",0,"0","0",0,0,3229,"27","50","4","0","0","0","0","0","0","0","1","0",124.375,"32",2,"0",0
"183",2000,500,500,500,500,500,500,500,500,500,500,500,6100,45,9772,1,1,1,1,"0","0","0","0","0",0,"0",1,1,1,1,0,"3","0","0","0",0,"0","895",0,"0","0",8,8,3227,"26","143","1","0","0","0","0","0","0","0","1","0",122.375,"10",2,"0",0
"184",3000,2000,3000,500,500,500,500,2000,2000,500,500,500,7100,106,37215,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","460",8,"0","0",0,0,2695,"13","278","1","0","0","0","0","0","0","0","0","0",320.875,"20",0,"0",0
"185",2000,2000,3000,500,500,500,500,500,500,500,500,500,6500,4,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","718",0,"0","0",0,0,2829,"133","409","3","0","0","0","0","2","0","2","0","0",89.625,"12",4,"0",0
