"Outcome_M4","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_8","Quan_9","Quan_10","Quan_11","Quan_13","Quan_14","Cat_3","Cat_4","Quan_17","Quan_18","Cat_162","Cat_210","Cat_216","Cat_220","Cat_466","Cat_469","Cat_470","Quan_27","Day_Of_Year_1"
500,5700,12,407303,19,3,9,19,19,8,2,8,8,"395","19",8,11.0857142857143,"0","0","0","0","0","0","0",0,115.375
500,6400,10,190084,2,1,0,2,2,2,1,2,2,"394","680",2,11.0857142857143,"0","0","0","0","0","0","0",0,115.375
3000,7600,87,371070,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"35","46",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,282.625
5000,6900,22,416229,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"127","202",3.25355450236967,16,"0","0","0","0","0","0","0",0,78.375
2000,6900,68,664806,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"232","378",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,336.125
8000,7900,67,90029,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"32","52",4,11.0857142857143,"2","2","2","2","0","0","0",0,71.375
2000,7000,45,440417.6367713,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"4","7",4,11.0857142857143,"2","2","2","2","0","0","0",0,67.875
2000,6700,56,440417.6367713,0,0,0,0,0,0,0,0,0,"488","901",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,235.625
500,5600,6,440417.6367713,0,0,0,0,0,0,0,0,0,"9","890",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,123.625
2000,4300,11,88573,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"6","551",3.25355450236967,14,"2","0","0","0","0","0","0",0,138.875
3000,6100,81,779035,51,26,11,51,51,25,18,25,25,"247","399",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,115.375
2000,7200,33,49009,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"50","199",7,11.0857142857143,"2","0","2","0","0","0","0",0,252.125
500,3100,5,47068,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"127","425",2,8,"2","0","0","0","0","0","0",0,117.875
2000,8000,47,139621,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"144","228",3,11.0857142857143,"0","0","0","0","0","0","0",0,110.875
2000,7300,40,304225,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"4","204",4,11.0857142857143,"0","2","2","0","0","0","0",0,13.125
6000,8900,53,676207,32,4,10,32,32,10,3,10,10,"77","127",2,11.0857142857143,"2","0","2","0","0","0","0",0,242.625
3000,7700,49,253625,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"114","265",2,11.0857142857143,"0","0","0","0","0","2","0",0,119.125
2000,6000,65,48178,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"48","66",2,11.0857142857143,"0","0","0","0","0","0","0",0,268.625
2000,7900,76,145077,64,4,48,64,64,44,3,44,44,"30","44",4,11.0857142857143,"2","2","2","2","0","0","0",0,340.625
2000,3600,33,76996,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"273","441",2,11.0857142857143,"0","0","0","0","0","0","0",0,151.875
8000,9100,131,582649,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"336","565",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","1",0,53.625
500,3600,8,334360,1,0,0,1,1,0,0,0,0,"129","1131",2,11.0857142857143,"0","0","0","0","0","0","0",0,122.375
2000,7600,52,257699,38,12,4,38,38,28,10,28,28,"38","79",2,11.0857142857143,"0","0","0","0","0","0","0",0,262.375
500,8500,47,440417.6367713,2,1,0,2,2,1,1,1,1,"259","671",2,11.0857142857143,"0","0","0","0","0","0","0",0,24.375
2000,6200,68,148496,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"32","48",4,11.0857142857143,"2","2","2","0","0","0","0",0,142.625
2000,6800,98,214006,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"8","18",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,110.875
2000,7000,89,39995,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"97","182",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,57.375
500,6987.22826086957,62.2247644683715,440417.6367713,4,2,1,4,4,3,2,3,3,"73","279",4,11.0857142857143,"0","0","0","0","0","0","0",0,213.375
500,3500,4,11675,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"194","10",3.25355450236967,11.0857142857143,"2","0","0","0","0","0","0",0,84.125
2000,7400,112,941734,22,7,9,22,22,11,4,11,11,"33","643",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",1,221.625
500,7800,28,245463,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"362","213",4,11.0857142857143,"2","2","2","0","0","0","0",0,4.625
13000,8000,86,1951543,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"30","39",2,11.0857142857143,"2","2","2","2","0","0","0",0,50.375
2000,8900,136,395580,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"290","478",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,186.625
8000,8900,118,1394197,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"114","206",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",1,137.625
2000,8500,94,755977,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"109","582",4,16,"0","0","0","0","0","0","0",0,334.875
2000,8400,81,212135,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"269","433",3.25355450236967,4,"0","0","0","0","0","0","0",0,5.875
500,8300,94,172979,95,20,61,95,95,58,16,58,58,"564","1054",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,234.375
500,6400,5,150368,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"176","660",4,11.0857142857143,"0","0","0","0","0","0","0",0,327.875
500,6200,5,407303,21,3,11,21,21,8,2,8,8,"395","19",8,11.0857142857143,"0","0","0","0","0","0","0",0,115.375
2000,7100,62,136366,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"251","404",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,89.875
500,5600,64,166518,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"230","375",2,2,"2","0","0","0","0","0","0",0,343.125
500,5900,17,283838,7,0,4,7,7,2,0,2,2,"578","1081",2,11.0857142857143,"0","0","0","0","0","0","0",0,87.375
3000,8000,61,13671,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"32","49",4,11.0857142857143,"2","2","2","0","0","2","0",0,95.625
500,8300,135,488430,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"334","562",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,186.625
5000,7400,92,872255,73,33,22,73,73,37,23,37,37,"34","260",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,101.375
2000,4900,21,49935,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"9","287",3.25355450236967,12,"0","0","0","0","0","0","0",0,134.125
2000,7300,55,477063,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"10","19",2,11.0857142857143,"0","0","0","0","0","0","0",0,104.125
500,6700,18,471617,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"116","186",4,11.0857142857143,"0","0","0","0","0","0","0",0,295.375
21000,8800,74,696622,313,26,273,313,313,288,19,288,288,"4","6",4,10,"2","2","2","0","0","0","0",0,94.375
2000,6400,39,5633,40,1,29,40,40,6,0,6,6,"50","1126",2,11.0857142857143,"0","0","0","0","0","0","0",0,124.375
500,6100,45,9772,1,1,0,1,1,1,1,1,1,"143","895",2,11.0857142857143,"0","0","0","0","0","0","0",0,122.375
500,7100,106,37215,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"278","460",3.25355450236967,8,"0","0","0","0","0","0","0",0,320.875
500,6500,4,440417.6367713,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"409","718",4,11.0857142857143,"2","0","2","0","0","0","0",0,89.625
2000,8200,102,447992,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"40","56",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,263.625
5000,8500,154,401293,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"323","536",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,327.875
5000,8300,106,793103,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"78","128",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,246.375
2000,8200,50,412632,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"32","50",4,11.0857142857143,"0","0","2","0","0","0","0",0,246.375
500,4500,43,56051,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"426","757",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,67.625
2000,6987.22826086957,62.2247644683715,386836,10,3,4,10,10,0,0,0,0,"243","898",4,11.0857142857143,"0","0","0","0","0","0","0",0,115.375
2000,7900,81,940341,30,10,7,30,30,18,8,18,18,"38","763",2,11.0857142857143,"0","0","0","0","0","0","0",0,361.625
2000,6700,29,163947,11,3,5,11,11,3,0,3,3,"584","403",4,11.0857142857143,"0","0","0","0","0","0","0",0,121.375
2000,7600,69,824187,29,3,14,29,29,14,3,14,14,"27","981",2,11.0857142857143,"0","0","0","0","0","0","0",0,347.625
500,5000,43,224371,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"216","412",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,124.875
500,3800,48,84266,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"158","249",3.25355450236967,12,"0","0","0","0","0","0","0",0,357.375
3000,8700,58,222511,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"32","48",7,11.0857142857143,"2","2","2","0","0","2","0",0,103.875
500,5300,34,149219,16,2,4,16,16,2,0,2,2,"46","1262",2,11.0857142857143,"0","0","0","0","0","0","0",0,248.375
5000,2600,17,3936,42,2,34,42,42,5,0,5,5,"49","1145",2,11.0857142857143,"0","0","2","0","0","0","0",0,138.375
2000,6900,67,214006,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"246","18",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,110.875
2000,7100,48,192962,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"233","379",2,11.0857142857143,"0","0","0","0","0","0","0",0,334.125
500,6300,36,62276,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"48","216",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,126.125
3000,6400,85,642451,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"31","40",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,137.875
2000,7700,42,267629,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"41","57",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,112.125
2000,7800,103,440417.6367713,22,7,5,22,22,15,5,15,15,"232","305",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,354.625
500,6987.22826086957,2,44363,1,0,0,1,1,1,0,1,1,"534","992",4,11.0857142857143,"0","0","2","0","0","0","0",0,326.625
500,3800,12,91161,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"9","12",3.25355450236967,12,"0","0","0","0","0","0","0",0,147.125
500,8200,123,488430,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"334","562",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,186.625
500,8200,116,272994,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"141","224",3.25355450236967,8,"0","0","0","0","0","0","0",0,357.375
5000,8200,105,624769,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"35","367",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,357.125
500,7300,94,440417.6367713,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"268","586",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,158.625
500,5000,33,26436,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"214","349",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,224.125
500,5900,89,317271,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"335","564",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,200.625
500,7200,12,119498,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"127","202",3.25355450236967,21,"0","0","0","0","0","0","0",0,84.125
3000,8400,87,916743,68,15,26,68,68,35,14,35,35,"51","563",2,11.0857142857143,"2","0","0","0","0","0","0",0,326.625
500,5800,77,149470,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"15","366",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,357.125
2000,6400,53,16442,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"97","151",2,8,"0","0","0","0","0","0","0",0,260.375
500,5900,46,4221,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"10","123",4,11.0857142857143,"0","0","0","0","0","0","0",0,172.625
500,5500,53,396297,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"126","200",2,11.0857142857143,"0","0","0","0","0","0","0",0,316.375
2000,8700,182,4741,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"341","585",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,235.625
2000,4200,19,631652,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"100","156",2,11.0857142857143,"0","0","0","0","0","0","0",0,211.375
500,5500,36,564834,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"225","369",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,338.125
6000,9300,144,1650772,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"223","364",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,345.125
500,7500,46,245463,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"362","213",4,11.0857142857143,"2","2","2","0","0","0","0",0,4.625
500,3500,8,91161,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"9","12",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,231.125
10000,7500,65,1969756,80,8,42,80,80,24,5,24,24,"192","1117",4,11.0857142857143,"0","0","0","0","0","0","0",2,124.375
2000,5500,11,153980,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"129","207",2,11.0857142857143,"0","0","0","0","0","0","0",0,139.125
500,6200,16,164171,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"114","187",4,11.0857142857143,"0","0","0","0","0","0","0",0,330.375
500,6300,22,230598,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"77","150",4,11.0857142857143,"2","0","2","0","0","0","0",0,96.875
2000,6000,37,23149,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"48","66",2,11.0857142857143,"0","0","0","0","0","0","0",0,358.875
2000,6900,96,549715,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"208","340",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,217.125
3000,8000,33,691706,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"4","6",4,11.0857142857143,"2","2","2","0","0","0","0",0,133.375
500,5500,40,51652,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"167","263",4,16,"0","0","0","0","0","0","0",0,344.375
2000,6987.22826086957,2,131448,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"6","10",3.25355450236967,11.0857142857143,"2","0","0","0","0","0","0",0,88.625
2000,5000,52,49935,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"9","287",3.25355450236967,12,"0","0","0","0","0","0","0",0,134.125
500,6987.22826086957,62.2247644683715,194305,3,1,1,3,3,2,1,2,2,"6","17",2,11.0857142857143,"0","0","2","0","0","0","0",0,87.375
2000,5800,69,57822,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"251","708",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,87.375
48000,8600,107,4365238,155,57,31,155,155,68,39,68,68,"8","11",4,11.0857142857143,"0","0","0","0","0","0","0",0,129.375
6000,8900,129,1201564,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"85","308",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,139.125
2000,5900,59,95291,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"48","66",2,11.0857142857143,"0","0","0","0","0","0","0",0,231.125
500,6500,38,2048,3,3,2,3,3,0,0,0,0,"468","1214",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,255.375
500,4400,51,367328,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"198","714",2,11.0857142857143,"0","0","0","0","0","0","0",0,95.625
6000,8900,102,1529105,121,43,37,121,121,61,27,61,61,"114","206",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,136.375
500,6000,19,97941,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"27","453",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,138.875
5000,8400,38,359080,48,9,19,48,48,32,8,32,32,"30","51",4,11.0857142857143,"2","2","2","0","0","0","0",0,10.375
5000,7400,40,788296,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"32","49",4,11.0857142857143,"2","2","2","0","0","2","0",0,91.125
10000,8800,149,483316,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"207","337",2,11.0857142857143,"0","0","0","0","0","2","0",0,110.875
5000,7600,55,440417.6367713,33,7,13,33,33,11,3,11,11,"578","1072",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,115.375
2000,7600,62,720532,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"10","19",2,11.0857142857143,"0","0","0","0","0","0","0",0,131.375
500,6100,92,20071,5,3,0,5,5,3,1,3,3,"389","661",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,298.625
500,6000,56,193041,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"257","411",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,166.875
500,4400,11,89480,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"166","262",4,11.0857142857143,"0","0","0","0","0","0","0",0,133.125
500,5400,67,43805,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"209","342",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,189.125
500,5200,45,462746,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"176","370",4,11.0857142857143,"0","0","0","0","0","0","0",0,357.125
3000,8200,80,280808,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"106","267",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,88.625
3000,8200,112,447992,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"40","56",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,263.625
2000,6600,72,245264,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"105","454",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,140.875
3000,6900,91,94125,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"218","356",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,266.125
2000,7500,69,557725,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"41","57",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,138.875
10000,8000,87,1168518,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"114","206",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,133.125
6000,7900,118,457014,62,22,21,62,62,27,14,27,27,"207","337",2,11.0857142857143,"0","0","0","0","0","0","0",0,115.375
500,7200,95,664806,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"232","378",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,336.125
5000,8600,77,1348716,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"165","566",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",1,123.625
500,5500,88,2477,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"122","195",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,239.375
2000,7600,76,101055,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"171","270",3.25355450236967,2,"0","0","0","0","0","0","0",0,358.375
