"Outcome_M2","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Quan_10","Quan_11","Quan_13","Quan_14","Cat_4","Quan_18","Cat_110","Cat_349","Cat_404","Cat_466","Cat_467","Cat_469","Cat_484","Cat_494","Cat_498"
5000,6000,65,48178,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"66",11.0857142857143,"4","0","0","0","0","0","0","0","0"
3000,7900,76,145077,64,4,64,64,44,3,44,44,"44",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,3600,33,76996,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"441",11.0857142857143,"0","0","0","0","0","0","0","0","0"
35000,9100,131,582649,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"565",11.0857142857143,"0","0","0","0","1","0","2","1","0"
2000,3600,8,334360,1,0,1,1,0,0,0,0,"1131",11.0857142857143,"2","0","0","0","0","0","0","0","0"
6000,7600,52,257699,38,12,38,38,28,10,28,28,"79",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,8500,47,440417.6367713,2,1,2,2,1,1,1,1,"671",11.0857142857143,"0","0","0","0","1","0","0","0","0"
3000,6200,68,148496,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"48",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,6800,98,214006,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"18",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,7000,89,39995,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"182",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,6987.22826086957,62.2247644683715,440417.6367713,4,2,4,4,3,2,3,3,"279",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,3500,4,11675,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"10",11.0857142857143,"0","0","0","0","0","0","0","0","0"
10000,7400,112,941734,22,7,22,22,11,4,11,11,"643",11.0857142857143,"0","0","0","0","1","2","0","0","0"
2000,7800,28,245463,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"213",11.0857142857143,"0","0","0","0","0","0","0","0","0"
39000,8000,86,1951543,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"39",11.0857142857143,"0","0","0","0","1","0","0","0","0"
3000,8900,136,395580,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"478",11.0857142857143,"0","0","0","0","1","0","0","0","0"
68000,8900,118,1394197,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"206",11.0857142857143,"0","0","0","0","1","2","0","1","1"
2000,8500,94,755977,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"582",16,"0","0","0","0","1","0","0","0","0"
6000,8400,81,212135,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"433",4,"0","0","0","0","0","0","0","0","0"
8000,8300,94,172979,95,20,95,95,58,16,58,58,"1054",11.0857142857143,"3","0","0","0","1","0","0","0","0"
500,6400,5,150368,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"660",11.0857142857143,"2","0","0","0","0","0","0","0","0"
500,6200,5,407303,21,3,21,21,8,2,8,8,"19",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,7100,62,136366,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"404",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,5600,64,166518,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"375",2,"0","0","0","0","0","0","0","0","0"
500,5900,17,283838,7,0,7,7,2,0,2,2,"1081",11.0857142857143,"2","0","0","0","0","0","0","0","0"
8000,8000,61,13671,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"49",11.0857142857143,"0","0","0","0","0","2","0","0","0"
5000,8300,135,488430,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"562",11.0857142857143,"0","0","0","0","0","2","0","0","0"
21000,7400,92,872255,73,33,73,73,37,23,37,37,"260",11.0857142857143,"0","0","0","0","1","2","0","0","0"
2000,4900,21,49935,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"287",12,"0","0","0","0","0","0","0","0","0"
2000,7300,55,477063,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"19",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6700,18,471617,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"186",11.0857142857143,"0","0","0","0","0","0","0","0","0"
26000,8800,74,696622,313,26,313,313,288,19,288,288,"6",10,"0","0","0","0","0","0","0","0","0"
5000,6400,39,5633,40,1,40,40,6,0,6,6,"1126",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,6100,45,9772,1,1,1,1,1,1,1,1,"895",11.0857142857143,"3","0","0","0","0","0","0","0","0"
2000,7100,106,37215,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"460",8,"0","0","0","0","0","0","0","0","0"
2000,6500,4,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"718",11.0857142857143,"0","0","0","0","0","0","0","0","0"
6000,8200,102,447992,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"56",11.0857142857143,"0","0","0","0","1","2","0","0","0"
31000,8500,154,401293,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"536",11.0857142857143,"0","0","0","0","1","2","0","1","0"
5000,8300,106,793103,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"128",11.0857142857143,"0","0","0","0","1","2","0","0","0"
2000,8200,50,412632,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"50",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,4500,43,56051,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"757",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,6987.22826086957,62.2247644683715,386836,10,3,10,10,0,0,0,0,"898",11.0857142857143,"0","0","0","0","0","0","0","0","0"
10000,7900,81,940341,30,10,30,30,18,8,18,18,"763",11.0857142857143,"2","0","0","0","1","0","0","1","0"
5000,6700,29,163947,11,3,11,11,3,0,3,3,"403",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,7600,69,824187,29,3,29,29,14,3,14,14,"981",11.0857142857143,"4","0","0","0","0","0","0","0","0"
2000,5000,43,224371,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"412",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,3800,48,84266,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"249",12,"0","0","0","0","0","0","0","0","0"
6000,8700,58,222511,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"48",11.0857142857143,"0","0","0","0","0","2","0","0","0"
2000,5300,34,149219,16,2,16,16,2,0,2,2,"1262",11.0857142857143,"0","0","0","0","0","0","0","0","0"
16000,2600,17,3936,42,2,42,42,5,0,5,5,"1145",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,6900,67,214006,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"18",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,7100,48,192962,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"379",11.0857142857143,"0","0","0","0","1","0","0","1","0"
2000,6300,36,62276,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"216",11.0857142857143,"0","0","0","0","0","0","0","0","0"
29000,6400,85,642451,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"40",11.0857142857143,"0","0","2","0","0","2","0","0","0"
2000,7700,42,267629,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"57",11.0857142857143,"0","0","0","0","0","0","0","0","0"
8000,7800,103,440417.6367713,22,7,22,22,15,5,15,15,"305",11.0857142857143,"4","0","0","0","0","0","0","0","0"
500,6987.22826086957,2,44363,1,0,1,1,1,0,1,1,"992",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,3800,12,91161,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"12",12,"0","0","0","0","0","0","0","0","0"
5000,8200,123,488430,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"562",11.0857142857143,"0","0","0","0","0","0","0","0","0"
10000,8200,116,272994,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"224",8,"0","0","0","0","0","0","0","0","0"
23000,8200,105,624769,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"367",11.0857142857143,"0","0","0","0","0","2","0","1","0"
2000,7300,94,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"586",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,5000,33,26436,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"349",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,5900,89,317271,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"564",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,7200,12,119498,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"202",21,"0","0","0","0","0","0","0","0","0"
23000,8400,87,916743,68,15,68,68,35,14,35,35,"563",11.0857142857143,"0","0","0","0","1","0","0","0","0"
2000,5800,77,149470,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"366",11.0857142857143,"0","0","0","0","1","0","0","1","0"
3000,6400,53,16442,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"151",8,"0","0","0","0","0","0","0","0","0"
500,5900,46,4221,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"123",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,5500,53,396297,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"200",11.0857142857143,"0","0","0","0","0","0","0","0","0"
19000,8700,182,4741,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"585",11.0857142857143,"0","0","0","0","1","2","0","0","0"
5000,4200,19,631652,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"156",11.0857142857143,"3","0","0","0","0","0","0","0","0"
2000,5500,36,564834,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"369",11.0857142857143,"0","0","0","0","0","0","0","0","0"
16000,9300,144,1650772,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"364",11.0857142857143,"0","0","0","0","1","2","0","1","0"
2000,7500,46,245463,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"213",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,3500,8,91161,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"12",11.0857142857143,"0","0","0","0","0","0","0","0","0"
42000,7500,65,1969756,80,8,80,80,24,5,24,24,"1117",11.0857142857143,"0","0","0","0","1","0","0","1","0"
500,5500,11,153980,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"207",11.0857142857143,"2","0","0","0","0","0","0","0","0"
500,6200,16,164171,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"187",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6300,22,230598,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"150",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6000,37,23149,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"66",11.0857142857143,"2","0","0","0","0","0","0","0","0"
5000,6900,96,549715,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"340",11.0857142857143,"3","0","0","0","0","0","0","0","0"
6000,8000,33,691706,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"6",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,5500,40,51652,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"263",16,"4","0","0","0","0","0","0","0","0"
2000,6987.22826086957,2,131448,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"10",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,5000,52,49935,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"287",12,"0","0","0","0","0","0","0","0","0"
500,6987.22826086957,62.2247644683715,194305,3,1,3,3,2,1,2,2,"17",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,5800,69,57822,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"708",11.0857142857143,"0","0","0","0","0","0","0","0","0"
202000,8600,107,4365238,155,57,155,155,68,39,68,68,"11",11.0857142857143,"3","0","0","0","1","0","0","1","1"
34000,8900,129,1201564,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"308",11.0857142857143,"0","0","0","0","0","2","0","0","0"
3000,5900,59,95291,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"66",11.0857142857143,"4","0","0","0","0","0","0","0","0"
500,6500,38,2048,3,3,3,3,0,0,0,0,"1214",11.0857142857143,"0","0","0","0","0","0","0","1","0"
2000,4400,51,367328,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"714",11.0857142857143,"2","0","0","0","0","0","0","0","0"
82000,8900,102,1529105,121,43,121,121,61,27,61,61,"206",11.0857142857143,"0","0","0","0","1","2","0","1","0"
500,6000,19,97941,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"453",11.0857142857143,"0","0","0","0","0","0","0","0","0"
11000,8400,38,359080,48,9,48,48,32,8,32,32,"51",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,7400,40,788296,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"49",11.0857142857143,"0","0","0","0","0","2","0","0","0"
29000,8800,149,483316,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"337",11.0857142857143,"2","0","0","0","1","2","2","1","0"
15000,7600,55,440417.6367713,33,7,33,33,11,3,11,11,"1072",11.0857142857143,"0","0","0","0","0","0","0","0","0"
8000,7600,62,720532,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"19",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6100,92,20071,5,3,5,5,3,1,3,3,"661",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,6000,56,193041,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"411",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,4400,11,89480,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"262",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,5400,67,43805,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"342",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,5200,45,462746,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"370",11.0857142857143,"3","0","0","0","0","0","0","0","0"
6000,8200,80,280808,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"267",11.0857142857143,"3","0","0","0","1","0","0","1","0"
8000,8200,112,447992,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"56",11.0857142857143,"0","0","0","0","1","0","0","0","0"
10000,6600,72,245264,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"454",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,6900,91,94125,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"356",11.0857142857143,"0","0","0","0","0","0","0","0","0"
11000,7500,69,557725,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"57",11.0857142857143,"0","0","0","0","1","0","0","1","0"
66000,8000,87,1168518,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"206",11.0857142857143,"0","0","0","0","1","2","2","1","1"
60000,7900,118,457014,62,22,62,62,27,14,27,27,"337",11.0857142857143,"2","0","0","0","1","0","0","1","0"
2000,7200,95,664806,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"378",11.0857142857143,"0","0","0","0","1","0","0","1","0"
21000,8600,77,1348716,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"566",11.0857142857143,"0","0","0","0","1","0","0","1","1"
2000,5500,88,2477,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"195",11.0857142857143,"0","0","0","0","0","0","0","0","0"
10000,7600,76,101055,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"270",2,"2","0","0","0","0","0","0","0","0"
94000,8300,111,931417,107,20,107,107,41,7,41,41,"139",11.0857142857143,"0","0","0","0","1","2","0","1","1"
5000,7700,104,466603,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"193",16,"0","0","0","0","0","0","0","0","0"
26000,9000,133,823479,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"188",16,"3","0","0","0","1","2","0","0","0"
3000,6600,46,670326,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"264",11.0857142857143,"0","0","0","0","0","0","0","0","0"
24000,8500,115,467424,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"38",11.0857142857143,"0","0","0","0","0","0","0","0","0"
47000,9200,137,1329383,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"385",11.0857142857143,"0","0","0","0","1","2","0","1","0"
24000,9500,149,1005204,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"214",11.0857142857143,"0","0","0","0","1","2","0","0","0"
6000,9100,61,518273,36,12,36,36,13,9,13,13,"279",11.0857142857143,"2","0","0","0","0","0","0","0","0"
13000,6200,47,844248,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"420",11.0857142857143,"0","0","0","0","1","0","0","0","0"
8000,8700,151,834327,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"214",11.0857142857143,"0","0","0","0","1","0","0","1","1"
3000,5300,28,30366,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"184",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,7300,47,5650,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"270",11.0857142857143,"2","0","0","0","0","0","0","0","0"
500,5900,18,283838,10,0,10,10,2,0,2,2,"1081",11.0857142857143,"2","0","0","0","0","0","0","0","0"
500,6100,56,193707,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"135",11.0857142857143,"2","0","0","0","0","0","0","0","0"
6000,5600,43,440417.6367713,13,6,13,13,2,2,2,2,"715",11.0857142857143,"0","0","0","0","1","2","0","1","0"
3000,5900,44,181085,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"715",11.0857142857143,"0","0","0","0","1","0","0","0","0"
2000,8200,71,739705,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"285",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,7400,91,65599,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"3",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,7300,33,304225,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"204",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,6800,76,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"362",16,"0","0","0","0","0","0","0","0","0"
3000,7000,120,316575,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"80",11.0857142857143,"2","0","0","0","0","0","0","0","0"
3000,8500,86,10057,25,12,25,25,17,9,17,17,"38",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,5600,16,32760,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"377",11.0857142857143,"0","0","0","0","0","0","0","0","0"
60000,8700,92,1516735,54,20,54,54,29,10,29,29,"40",11.0857142857143,"0","0","0","0","1","2","0","0","0"
2000,4200,6,128209,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"382",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,8200,82,62984,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"89",11.0857142857143,"2","0","0","0","0","2","0","0","0"
5000,9300,80,440417.6367713,19,11,19,19,6,4,6,6,"259",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6987.22826086957,1,86725,5,3,5,5,3,2,3,3,"1229",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,7900,81,1106,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"175",16,"0","0","0","0","0","0","0","0","0"
2000,6200,99,303842,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"583",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,5600,21,384334,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"277",11.0857142857143,"0","0","0","0","0","0","0","0","0"
21000,8100,145,1003761,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"86",16,"2","0","0","0","1","2","0","1","0"
