"","Outcome_M1","Outcome_M2","Outcome_M3","Outcome_M4","Outcome_M5","Outcome_M6","Outcome_M7","Outcome_M8","Outcome_M9","Outcome_M10","Outcome_M11","Outcome_M12","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Cat_467","Cat_469","Cat_470","Cat_494","Cat_501","Quan_27","Cat_513","Quan_10","Quan_11","Quan_13","Quan_14","Quan_16","Cat_110","Cat_349","Cat_403","Cat_498","Quan_7","Cat_220","Cat_4","Quan_18","Cat_359","Cat_388","Quant_24","Quant_25","Date_1","Cat_2","Cat_3","Cat_15","Cat_139","Cat_245","Cat_392","Cat_484","Cat_162","Cat_210","Cat_216","Cat_400","Cat_466","Day_Of_Year_1","Cat_6","Quan_17","Cat_404","Quan_28"
"96",2000,500,2000,500,500,NA,NA,NA,NA,NA,NA,NA,7000,44,65248,4,2,4,4,0,0,0,0,0,0,0,4,2,4,4,2,2,0,0,0,0,0,30,0,0,0,0,0,3570,13,362,1,0,0,0,0,0,0,0,1,0,100.125,10,0,0,0
"97",10000,13000,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,7700,36,241220,18,1,18,18,0,0,0,0,0,0,0,12,1,12,12,0,2,0,0,0,5,0,763,0,0,0,0,0,3601,60,542,4,0,0,0,0,0,0,0,1,0,131.125,11,2,0,0
"98",121000,69000,16000,13000,NA,NA,NA,NA,NA,NA,NA,NA,9300,33,1729826,66,30,66,66,1,0,0,1,0,0,0,41,20,41,41,0,0,0,0,0,2,0,1,0,0,0,20,0,3601,1,1,1,2,0,0,0,0,0,0,1,0,131.125,1,0,0,0
"99",34000,18000,6000,2000,2000,2000,2000,2000,3000,2000,2000,NA,9400,97,169441,64,29,64,64,0,0,0,0,0,0,0,47,27,47,47,2,2,0,0,0,11,0,273,0,0,0,0,0,3395,81,553,4,0,0,0,0,0,0,0,0,0,290.375,20,2,0,0
"100",5000,2000,2000,5000,500,500,NA,NA,NA,NA,NA,NA,5700,78,167598,4,1,4,4,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,1347,0,0,0,0,0,3535,45,658,1,0,0,0,0,0,0,0,1,0,65.125,10,0,0,0
"101",24000,18000,2000,2000,3000,500,2000,NA,NA,NA,NA,NA,8900,111,105605,38,22,38,38,1,0,0,1,0,0,0,24,13,24,24,0,0,0,0,0,2,0,628,0,0,0,0,0,3521,49,370,1,0,0,0,0,0,0,0,1,0,51.125,2,0,0,0
"102",2000,2000,500,2000,2000,500,2000,NA,NA,NA,NA,NA,6300,23,39964,8,2,8,8,0,0,0,0,0,0,0,4,2,4,4,0,2,0,0,0,2,0,1503,0,0,0,8,8,3500,12,722,4,0,0,0,0,0,0,0,0,0,30.125,11,2,0,0
"103",2000,500,500,500,NA,NA,NA,NA,NA,NA,NA,NA,4700,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1130,0,0,0,9,9,3591,27,50,2,0,0,0,0,0,0,0,1,0,121.125,15,3,0,0
"104",8000,5000,2000,500,500,500,2000,500,500,NA,NA,NA,7000,91,93023,25,9,25,25,1,0,0,0,0,0,0,15,5,15,15,4,2,0,0,0,0,0,1105,0,0,0,0,0,3458,49,345,2,0,0,0,0,0,0,0,1,0,353.375,10,2,0,0
"105",2000,3000,500,2000,500,NA,NA,NA,NA,NA,NA,NA,3500,3,135717,7,2,7,7,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,1543,0,0,0,0,0,3563,59,545,2,0,0,0,0,0,0,0,0,0,93.125,33,2,0,0
"106",2000,500,500,500,500,500,500,NA,NA,NA,NA,NA,7400,64,9596,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1084,0,0,0,0,0,3514,85,586,2,0,0,0,0,0,0,0,0,0,44.125,10,0,0,0
"107",2000,3000,500,500,500,NA,NA,NA,NA,NA,NA,NA,6300,13,0,4,0,4,4,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,1,0,1515,0,0,0,10,10,3577,28,700,4,0,0,0,0,0,0,0,1,0,107.125,18,2,0,0
"108",3000,2000,500,500,500,2000,3000,500,500,500,NA,NA,4900,25,23286,14,2,14,14,0,0,0,0,0,0,0,5,2,5,5,0,0,0,0,0,1,0,371,0,0,0,0,0,3430,53,403,4,0,0,0,0,0,0,0,1,0,325.375,11,0,0,0
"109",55000,18000,10000,5000,6000,16000,2000,2000,NA,NA,NA,NA,8200,28,171279,102,27,102,102,0,0,0,0,0,0,0,37,21,37,37,2,0,0,0,0,53,0,51,0,0,0,0,0,3481,17,30,3,0,0,0,0,2,2,2,1,0,11.125,22,4,0,0
"110",3000,5000,3000,5000,3000,2000,NA,NA,NA,NA,NA,NA,7800,53,0,4,2,4,4,1,0,0,1,0,0,0,3,1,3,3,8,0,0,0,0,0,0,199,0,0,0,0,0,3556,27,583,3,0,0,0,0,2,0,2,0,0,86.125,26,7,0,0
"111",335000,156000,32000,23000,NA,NA,NA,NA,NA,NA,NA,NA,9500,105,1729826,62,28,62,62,1,0,0,1,0,0,0,41,20,41,41,0,0,0,0,0,2,0,1,0,0,0,20,0,3601,1,1,1,2,0,0,0,0,0,0,1,0,131.125,1,0,0,0
"112",2000,6000,10000,2000,3000,NA,NA,NA,NA,NA,NA,NA,8000,32,346384,14,1,14,14,0,0,0,0,0,0,0,11,1,11,11,0,2,0,0,0,2,0,1083,0,0,0,0,2,3570,60,206,3,0,0,0,0,0,0,0,1,0,100.125,30,2,0,0
"113",6000,3000,2000,2000,500,500,2000,2000,2000,NA,NA,NA,7400,80,132449,33,17,33,33,1,0,0,1,0,0,0,19,10,19,19,4,4,0,0,0,4,0,193,0,0,0,0,0,3458,60,236,1,0,0,0,0,0,0,0,1,0,353.375,2,2,0,0
"114",18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8300,3,275,13,8,13,13,1,0,0,1,0,0,0,13,8,13,13,6,0,0,0,1,1,0,432,0,0,0,0,0,3682,9,67,2,0,2,0,0,0,0,0,1,0,212.125,18,2,0,0
"115",6000,500,500,2000,500,500,NA,NA,NA,NA,NA,NA,7200,76,44828,19,10,19,19,1,0,0,1,0,0,0,15,8,15,15,16,0,0,0,0,3,0,686,0,0,0,0,0,3535,53,111,1,0,0,0,0,0,0,0,1,0,65.125,10,0,0,0
"116",5000,8000,15000,3000,2000,NA,NA,NA,NA,NA,NA,NA,7700,22,621939,39,7,39,39,0,0,0,1,0,0,0,23,7,23,23,0,2,0,0,0,8,0,1471,0,0,0,33,33,3575,5,265,4,2,0,0,0,0,0,0,0,0,105.125,11,2,0,0
"117",34000,3000,2000,500,500,3000,5000,500,2000,NA,NA,NA,4900,116,382119,68,32,68,68,1,0,0,1,0,0,0,42,21,42,42,8,0,2,0,0,12,0,535,0,2,0,0,0,3451,2,254,1,0,0,0,0,0,0,0,1,0,346.375,2,0,0,0
"118",3000,2000,3000,5000,500,500,NA,NA,NA,NA,NA,NA,7800,73,17777,10,1,10,10,0,0,0,0,0,0,0,8,1,8,8,0,2,0,0,0,0,0,1466,0,0,0,0,0,3542,7,272,2,0,0,0,0,0,0,0,1,0,72.125,2,2,0,1
"119",8000,18000,27000,5000,5000,NA,NA,NA,NA,NA,NA,NA,8000,43,621939,41,8,41,41,0,0,0,1,0,0,0,25,8,25,25,0,2,0,0,0,9,0,1471,0,0,0,33,33,3575,5,265,4,2,0,0,0,0,0,0,0,0,105.125,11,2,0,0
"120",55000,27000,10000,3000,3000,3000,2000,2000,6000,2000,2000,NA,9400,112,169441,58,27,58,58,0,0,0,0,0,0,0,44,25,44,44,2,2,0,0,0,11,0,273,2,0,0,0,0,3395,81,553,4,0,0,0,0,0,0,0,0,0,290.375,20,2,0,0
"121",2000,500,500,500,2000,500,500,NA,NA,NA,NA,NA,7600,63,9596,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1084,0,0,0,0,0,3514,85,586,2,0,0,0,0,0,0,0,0,0,44.125,10,0,0,0
"122",27000,6000,8000,3000,3000,NA,NA,NA,NA,NA,NA,NA,8100,69,671633,50,36,50,50,1,0,0,0,0,0,0,30,25,30,30,4,3,0,0,0,4,0,623,0,0,0,0,0,3563,1,13,1,0,0,0,0,0,0,0,1,0,93.125,2,2,0,0
"123",2000,5000,3000,2000,2000,500,2000,500,500,NA,NA,NA,5400,25,489,7,3,7,7,1,0,0,1,0,0,0,5,3,5,5,12,0,0,0,0,1,0,1004,0,0,0,0,0,3465,187,540,1,0,0,0,0,0,0,0,0,0,360.375,2,0,0,0
"124",16000,10000,3000,2000,2000,2000,2000,5000,3000,3000,NA,NA,7400,72,97852,41,13,41,41,0,0,0,0,0,0,0,28,12,28,28,0,2,0,0,0,9,0,1397,0,0,0,90,90,3416,12,542,4,0,0,0,0,0,0,0,1,0,311.375,11,2,0,0
"125",2000,2000,500,2000,500,500,NA,NA,NA,NA,NA,NA,8400,77,5293,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,16,2,0,0,0,0,0,1010,0,0,0,24,24,3549,56,142,3,0,0,0,0,2,0,0,1,0,79.125,13,2,0,0
"126",5000,3000,2000,2000,500,500,2000,500,500,NA,NA,NA,8300,107,3247,28,6,28,28,0,0,0,0,0,0,0,12,4,12,12,0,0,0,0,0,4,0,1132,0,0,0,0,0,3451,28,72,4,0,0,0,0,0,0,0,1,0,346.375,55,0,0,0
"127",160000,21000,44000,56000,8000,8000,500,NA,NA,NA,NA,NA,7800,49,1043453,97,45,97,97,1,0,0,1,0,0,0,66,34,66,66,6,0,0,0,1,14,0,39,0,0,2,32,32,3528,17,30,3,0,0,0,0,2,2,2,0,0,58.125,22,6,0,0
"128",3000,8000,3000,3000,NA,NA,NA,NA,NA,NA,NA,NA,8800,60,284933,12,4,12,12,1,0,0,1,0,0,0,10,3,10,10,0,2,0,0,1,2,0,470,0,0,0,4,4,3605,28,308,4,0,0,0,0,0,0,0,1,0,135.125,48,4,0,0
"129",77000,85000,15000,10000,NA,NA,NA,NA,NA,NA,NA,NA,8300,80,987149,41,15,41,41,1,0,0,1,0,0,0,24,11,24,24,2,4,0,0,0,4,0,176,0,0,0,0,0,3605,53,109,17,0,0,0,0,0,0,0,1,0,135.125,11,0,0,0
"130",13000,18000,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,7700,53,467004,13,6,13,13,1,0,0,1,0,0,0,9,4,9,9,0,0,0,0,0,1,0,156,0,0,0,0,0,3591,45,100,3,0,0,0,0,0,0,0,1,0,121.125,20,0,0,0
"131",129000,105000,11000,6000,NA,NA,NA,NA,NA,NA,NA,NA,8000,86,985658,63,30,63,63,1,0,0,1,0,0,0,45,22,45,45,8,0,0,0,0,8,0,206,0,0,0,0,9,3605,28,114,1,0,0,0,0,0,0,0,1,0,135.125,27,0,0,0
"132",74000,23000,69000,19000,26000,NA,NA,NA,NA,NA,NA,NA,8900,51,357567,51,21,51,51,0,0,0,0,0,0,0,31,16,31,31,10,0,0,0,0,12,0,6,0,0,0,0,0,3563,3,4,3,0,0,0,0,2,0,2,1,0,93.125,4,4,0,0
"133",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1133,0,0,0,0,4,3682,27,252,1,0,0,0,0,0,0,0,0,0,212.125,10,0,0,0
"134",5000,13000,3000,2000,500,NA,NA,NA,NA,NA,NA,NA,6600,35,444809,20,1,20,20,0,0,0,0,0,0,0,12,1,12,12,0,2,0,0,0,7,0,1540,0,0,0,0,0,3584,12,21,4,0,0,0,0,0,0,0,1,0,114.125,20,4,0,0
"135",27000,26000,6000,5000,NA,NA,NA,NA,NA,NA,NA,NA,6400,50,597696,28,15,28,28,1,0,0,0,0,0,0,23,13,23,23,8,0,0,0,0,6,0,40,0,0,0,0,0,3605,16,733,2,0,0,0,0,0,0,0,1,0,135.125,13,0,0,0
"136",5000,3000,2000,500,500,500,500,500,500,NA,NA,NA,7000,87,93023,26,9,26,26,1,0,0,0,0,0,0,16,5,16,16,4,2,0,0,0,0,0,1105,0,0,0,0,0,3458,49,345,2,0,0,0,0,0,0,0,1,0,353.375,10,2,0,0
"137",47000,6000,2000,2000,2000,2000,2000,5000,500,500,NA,NA,6800,115,309164,42,18,42,42,0,0,0,0,0,0,0,35,17,35,35,16,2,0,0,0,5,0,753,0,0,0,0,0,3416,1,423,19,0,0,0,0,0,0,0,1,0,311.375,2,0,0,0
"138",5000,2000,500,2000,2000,500,NA,NA,NA,NA,NA,NA,6100,57,10916,3,1,3,3,0,0,0,0,0,0,0,3,1,3,3,6,3,0,0,0,0,0,590,0,0,0,8,0,3542,42,348,2,0,0,0,0,0,0,0,1,0,72.125,1,0,0,1
"139",2000,2000,500,500,500,500,500,500,2000,500,2000,NA,6400,13,1759054,50,11,50,50,0,0,0,0,0,0,0,25,7,25,25,0,0,0,0,0,11,0,1138,0,0,2,0,0,3388,28,114,4,0,0,0,0,0,0,0,1,0,283.375,84,4,0,0
"140",5000,2000,2000,2000,500,500,NA,NA,NA,NA,NA,NA,4700,70,14073,12,3,12,12,0,0,0,0,0,0,0,9,3,9,9,0,0,0,0,0,4,0,20,0,0,0,3,0,3556,5,234,2,0,0,0,0,0,0,0,1,0,86.125,10,0,0,0
"141",3000,2000,2000,500,500,500,500,2000,500,500,NA,NA,7700,101,5935,39,4,39,39,0,2,0,0,0,0,0,10,3,10,10,16,0,0,0,0,6,0,128,0,0,0,33,66,3409,42,78,2,0,0,0,0,0,0,0,1,0,304.375,17,4,0,0
"142",11000,2000,500,500,500,500,2000,500,500,NA,NA,NA,7200,108,81138,28,12,28,28,1,0,0,0,0,0,0,21,11,21,21,4,3,0,0,0,3,0,582,0,0,0,0,0,3444,53,109,1,0,0,0,0,0,0,0,1,0,339.375,2,0,0,0
"143",19000,29000,3000,3000,NA,NA,NA,NA,NA,NA,NA,NA,7200,30,469247,14,6,14,14,1,0,0,0,0,0,0,13,6,13,13,12,0,0,0,0,2,0,497,0,0,0,63,63,3612,53,51,2,0,0,0,0,0,0,0,1,0,142.125,33,4,0,0
"144",2000,2000,500,500,2000,2000,500,500,NA,NA,NA,NA,4600,38,6661,9,3,9,9,0,0,0,0,0,0,0,6,2,6,6,0,0,0,0,0,0,0,244,0,0,0,0,0,3479,16,243,2,0,0,0,0,0,0,0,0,0,9.125,2,0,0,0
"145",2000,500,2000,500,500,NA,NA,NA,NA,NA,NA,NA,7500,54,18582,3,0,3,3,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,1542,0,0,0,0,0,3584,45,742,1,0,0,0,0,0,0,0,0,0,114.125,55,4,0,0
"146",2000,500,500,500,500,500,2000,500,500,500,NA,NA,3000,7,23286,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,371,0,0,0,0,0,3430,53,403,4,0,0,0,0,0,0,0,0,0,325.375,11,0,0,0
"147",19000,2000,2000,500,500,3000,3000,500,500,NA,NA,NA,5100,86,382119,66,32,66,66,1,0,0,1,0,0,0,42,21,42,42,8,0,2,0,0,9,0,535,0,2,0,0,0,3451,2,254,1,0,0,0,0,0,0,0,1,0,346.375,2,0,0,0
"148",534000,210000,27000,29000,NA,NA,NA,NA,NA,NA,NA,NA,8700,44,4692569,143,68,143,143,1,0,0,1,0,0,0,100,45,100,100,18,3,0,0,1,7,0,11,18,0,0,0,0,3598,5,551,1,0,0,0,0,0,0,0,1,0,128.125,2,4,0,0
"149",2000,500,500,500,500,500,2000,500,500,NA,NA,NA,6000,12,216245,11,3,11,11,0,0,0,0,0,0,0,8,3,8,8,0,2,0,0,0,3,0,1230,0,0,0,0,0,3444,60,251,2,0,0,0,0,0,0,0,0,0,339.375,11,2,0,0
"150",3000,2000,2000,500,500,2000,500,500,NA,NA,NA,NA,4400,42,6661,12,3,12,12,0,0,0,0,0,0,0,6,2,6,6,0,0,0,0,0,1,0,244,0,0,0,0,0,3479,16,243,2,0,0,0,0,0,0,0,0,0,9.125,2,0,0,0
"151",32000,19000,23000,27000,6000,6000,NA,NA,NA,NA,NA,NA,9000,64,233160,27,14,27,27,1,0,0,0,0,0,0,19,13,19,19,22,0,0,0,0,6,0,48,0,0,0,0,0,3556,17,32,3,0,0,0,0,2,2,2,0,0,86.125,26,7,0,0
"152",60000,10000,5000,3000,2000,2000,8000,2000,2000,NA,NA,NA,8300,125,58238,196,24,196,196,1,0,0,1,0,0,0,171,14,171,171,0,0,0,0,0,123,0,536,0,0,0,0,0,3444,42,323,2,0,0,0,0,0,0,0,1,0,339.375,11,0,0,0
"153",2000,500,500,500,500,500,500,500,500,500,500,NA,6200,20,8229,2,1,2,2,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,1470,0,0,0,4,4,3388,53,21,4,0,0,0,0,0,0,0,0,0,283.375,30,4,0,0
"154",13000,6000,2000,2000,500,500,2000,2000,2000,NA,NA,NA,7500,97,132449,36,19,36,36,1,0,0,1,0,0,0,21,11,21,21,4,4,0,0,0,5,0,193,0,0,0,0,0,3458,60,236,1,0,0,0,0,0,0,0,1,0,353.375,2,2,0,0
"155",53000,6000,6000,15000,5000,3000,NA,NA,NA,NA,NA,NA,7200,75,225894,36,13,36,36,1,0,0,0,0,0,0,21,11,21,21,4,2,0,0,0,3,0,533,0,0,0,4,4,3535,102,136,1,0,0,0,0,0,0,0,1,0,65.125,10,0,0,0
"156",2000,2000,500,500,NA,NA,NA,NA,NA,NA,NA,NA,7800,23,0,2,1,2,2,1,0,0,1,0,0,0,2,1,2,2,2,0,0,0,0,0,0,644,0,0,0,33,33,3612,58,300,2,0,0,0,0,0,0,0,1,0,142.125,18,2,0,0
"157",5000,500,500,500,500,500,2000,500,500,NA,NA,NA,7200,92,81138,27,11,27,27,1,0,0,0,0,0,0,20,10,20,20,4,3,0,0,0,4,0,582,0,0,0,0,0,3444,53,109,1,0,0,0,0,0,0,0,1,0,339.375,2,0,0,0
"158",108000,84000,66000,15000,11000,NA,NA,NA,NA,NA,NA,NA,8500,41,1480378,101,58,101,101,1,0,0,1,0,0,0,57,35,57,57,24,3,0,0,0,8,0,46,0,0,0,0,0,3584,16,35,1,0,0,0,0,0,0,0,1,0,114.125,2,0,0,0
"159",3000,2000,3000,500,500,NA,NA,NA,NA,NA,NA,NA,5800,61,18465,16,8,16,16,0,0,0,0,0,0,0,12,6,12,12,0,0,0,0,0,2,0,18,0,0,0,0,0,3563,5,131,2,0,0,0,0,0,0,0,1,0,93.125,10,0,0,0
"160",5000,2000,3000,2000,2000,NA,NA,NA,NA,NA,NA,NA,7100,63,65248,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,30,0,0,0,0,0,3570,13,362,1,0,0,0,0,0,0,0,1,0,100.125,10,0,0,0
"161",2000,2000,500,500,NA,NA,NA,NA,NA,NA,NA,NA,7100,73,0,2,1,2,2,1,0,0,0,0,0,0,2,1,2,2,2,0,0,0,0,0,0,644,0,0,0,33,33,3612,58,300,2,0,0,0,0,0,0,0,1,0,142.125,18,2,0,0
"162",8000,2000,2000,2000,500,2000,2000,500,500,NA,NA,NA,7000,89,6532,11,5,11,11,0,0,0,0,0,0,0,6,4,6,6,0,0,0,0,0,0,0,693,0,0,2,0,0,3451,16,399,1,0,0,0,0,0,0,0,1,0,346.375,71,0,0,0
"163",74000,23000,11000,6000,11000,26000,3000,2000,NA,NA,NA,NA,8300,37,171279,131,28,131,131,0,0,0,0,0,0,0,103,22,103,103,2,0,0,0,0,79,0,51,0,0,0,0,0,3481,17,30,3,0,0,0,0,2,2,2,1,0,11.125,22,4,0,0
"164",23000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,275,17,10,17,17,1,0,0,1,0,0,0,17,10,17,17,6,0,0,0,1,1,0,432,0,0,0,0,0,3682,9,67,2,0,2,0,0,0,0,0,0,0,212.125,18,2,0,0
"165",187000,124000,108000,21000,18000,NA,NA,NA,NA,NA,NA,NA,8400,64,1480378,95,50,95,95,1,0,0,1,0,0,0,56,29,56,56,24,3,0,0,0,10,0,46,0,0,0,0,0,3584,16,35,1,0,0,0,0,0,0,0,1,0,114.125,2,0,0,0
"166",6000,6000,3000,2000,2000,500,3000,3000,500,500,NA,NA,8700,114,28006,11,3,11,11,1,0,0,1,0,0,0,9,3,9,9,8,0,0,0,0,3,0,225,8,0,0,43,43,3430,56,142,2,0,0,0,0,0,0,0,1,0,325.375,13,2,0,0
"167",5000,2000,500,500,500,2000,500,500,NA,NA,NA,NA,6800,58,15055,2,1,2,2,0,0,0,0,0,0,0,1,0,1,1,6,2,0,0,0,0,0,34,0,0,0,0,0,3472,15,329,2,0,0,0,0,0,0,0,1,0,2.125,2,2,0,0
"168",2000,500,500,500,500,500,500,500,500,NA,NA,NA,5200,9,2,3,0,3,3,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,854,0,0,0,15,0,3451,82,270,2,0,0,0,0,0,0,0,1,0,346.375,44,0,0,0
"169",76000,24000,15000,6000,6000,5000,2000,2000,5000,2000,2000,NA,8600,85,243024,91,36,91,91,1,0,0,1,0,0,0,66,33,66,66,8,0,0,0,1,21,0,104,0,0,0,27,27,3395,60,185,1,0,2,0,0,0,0,0,1,0,290.375,18,4,0,0
"170",2000,500,500,500,500,500,500,NA,NA,NA,NA,NA,5200,81,670,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,12,3,0,0,0,0,0,1008,0,0,0,0,0,3528,56,541,1,0,0,0,0,0,0,0,0,0,58.125,2,0,0,0
"171",8000,3000,2000,500,500,2000,500,500,NA,NA,NA,NA,8100,56,1602,12,5,12,12,1,0,0,1,0,0,0,4,2,4,4,0,3,0,0,0,0,0,1483,0,0,0,0,0,3493,152,714,1,0,0,0,0,0,0,0,0,0,23.125,29,2,0,0
"172",2000,500,500,500,500,500,500,500,NA,NA,NA,NA,6500,45,15055,4,1,4,4,0,0,0,0,0,0,0,1,0,1,1,6,4,0,0,0,0,0,34,0,0,0,0,0,3472,15,329,2,0,0,0,0,0,0,0,1,0,2.125,2,2,0,0
"173",6000,8000,6000,3000,2000,8000,13000,2000,2000,NA,NA,NA,4500,6,144409,13,0,13,13,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,7,0,1491,0,0,0,12,12,3451,5,499,4,0,0,0,0,0,0,0,0,0,346.375,30,4,0,0
